name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Davide_Zappacosta_120,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,336,0,0,0,0,18569,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,8409,0,0,0,0,2,0,0,4,43,39,50,FALSE,0,0,Davide,Zappacosta,0,0,3,35,0,0.8,3.8,21,0,4,2.5,0,0,0,0.1,50,Davide,Zappacosta,120
Emerson_Palmieri dos Santos_121,0,39,1,0,0,14,0,6,31,16.6,0,0,121,0,0,336,1,2,0,4,18570,21.4,1,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,0,12,0,0,0,0,5,0,34,0,12228,1,0,0,0,2,2,1,-473,681,1154,52,FALSE,0,0,Emerson,Palmieri dos Santos,0,0,21,570,9,81.8,97,70,1,116,24.9,2,0,0,0.2,52,Emerson,Palmieri dos Santos,121
Eden_Hazard_122,0,28,0,2,0,-1,0,0,22,4.3,8,0,122,0,0,336,1,2,0,7.9,18571,13.4,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,2,0,12,0,0,0,0,1,0,34,0,1928321,5,0,1,0,2,61,2,-204590,38053,242643,111,FALSE,0,0,Eden,Hazard,16,12,217,2627,32,1269.3,1183.4,1391,31,785,384.8,11,0,2,30.1,110,Eden,Hazard,122
Cesc_F�bregas_123,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,336,0,0,0,0,18572,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,21410,0,0,0,0,2,0,0,-35,0,35,62,FALSE,0,0,Cesc,Fàbregas,0,0,6,175,2,58.5,37,14,0,36,10.9,0,0,1,0.3,62,Cesc,Fàbregas,123
Willian_Borges Da Silva_124,0,42,1,0,0,15,0,2,35,30.2,1,0,124,0,0,336,0,2,0,6.1,18573,19.4,2,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,1,12,0,0,0,0,8,0,34,0,253504,4,0,1,0,2,11,2,-15376,922,16298,71,FALSE,0,0,Willian,Borges Da Silva,3,7,104,1940,24,1090.6,541,718,6,459,235.1,10,0,1,4,71,Willian,Borges Da Silva,124
Pedro_Rodr�guez Ledesma_125,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,336,0,0,0,0,18574,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,235834,0,0,0,0,2,0,0,-36201,336,36537,63,FALSE,0,0,Pedro,Rodríguez Ledesma,8,1,102,1533,19,416.1,468.8,634,12,397,151.7,5,0,1,3.6,63,Pedro,Rodríguez Ledesma,125
N'Golo_Kant�_126,0,32,0,0,0,20,0,6,26,13.3,4,0,126,0,0,336,1,2,0,6.3,18575,30.4,1,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,0,12,0,0,0,0,6,0,34,0,1156633,1,1,0,0,2,19,2,-41687,5492,47179,50,FALSE,0,0,N'Golo,Kanté,3,4,107,2948,35,729.2,634.4,357,3,526,172.3,14,0,3,18.1,50,N'Golo,Kanté,126
Ross_Barkley_127,0,3,0,0,0,4,0,2,2,0.3,0,0,127,0,0,336,0,0,0,0.4,18576,3.2,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,15,0,0,12,0,0,0,0,0,0,34,0,90524,0,0,0,0,2,0,1,-3982,621,4603,51,FALSE,0,0,Ross,Barkley,3,5,76,1156,13,333.2,311.2,399,5,287,104.1,6,0,1,1.4,50,Ross,Barkley,127
Daniel_Drinkwater_128,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,336,0,0,0,0,18577,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,7017,0,0,0,0,2,0,0,-7,20,27,46,FALSE,0,0,Daniel,Drinkwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,46,Daniel,Drinkwater,128
Tiemou�_Bakayoko_129,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,336,0,0,0,0,18578,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,4292,0,0,0,0,2,0,0,-2,1,3,49,FALSE,0,0,Tiemoué,Bakayoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Tiemoué,Bakayoko,129
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,336,0,0,0,0,18579,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,2860,0,0,0,0,2,0,0,-21,18,39,44,FALSE,0,0,Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ethan,Ampadu,130
Callum_Hudson-Odoi_131,0,11,0,0,0,5,0,0,9,1.9,0,0,131,0,0,336,0,2,0,1.1,18580,5.2,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,55,0,0,12,0,0,0,0,4,0,34,0,190038,1,1,0,0,2,4,1,2489,22732,20243,42,FALSE,0,0,Callum,Hudson-Odoi,0,1,17,348,3,125.5,82.6,127,1,79,33.2,2,0,0,3,42,Callum,Hudson-Odoi,131
Ruben_Loftus-Cheek_132,0,35,0,0,0,9,0,2,33,4.4,1,0,132,0,0,336,2,2,0,1.2,18581,3.6,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,74,0,0,12,0,0,0,0,8,0,34,0,38739,5,0,0,0,2,4,2,3010,5552,2542,52,FALSE,0,0,Ruben,Loftus-Cheek,5,2,64,706,7,177.3,316.4,261,5,224,75.5,3,0,0,0.6,52,Ruben,Loftus-Cheek,132
Olivier_Giroud_133,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,336,0,0,0,0,18582,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,120926,0,0,0,0,2,0,0,-5259,763,6022,77,FALSE,0,0,Olivier,Giroud,2,4,52,798,5,241.8,182.2,469,2,167,88.2,6,0,1,1.9,77,Olivier,Giroud,133
�lvaro_Morata_134,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,336,0,0,0,0,18583,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,83654,0,0,0,0,2,0,0,-204,3,207,84,FALSE,0,0,Álvaro,Morata,5,0,46,936,11,130.2,219.8,523,3,119,86.3,6,0,3,1.3,84,Álvaro,Morata,134
Wayne_Hennessey_135,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,333,0,0,0,0,18584,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,162432,0,0,0,3,1,0,0,-5247,125,5372,44,TRUE,0,0,Wayne,Hennessey,0,0,67,1575,26,0,358.8,0,6,311,35.9,5,0,0,2.6,44,Wayne,Hennessey,135
Julian_Speroni_136,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,333,0,0,0,0,18585,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,649418,0,0,0,3,1,0,0,-15298,2173,17471,39,TRUE,0,0,Julian,Speroni,0,0,1,90,4,0,31.4,0,0,16,3.1,0,0,0,10.2,39,Julian,Speroni,136
Vicente_Guaita_137,0,25,0,0,0,17,0,0,14,0,0,0,137,0,0,333,0,3,0,2.3,18586,23,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,0,13,0,0,0,0,9,0,34,4,108447,0,0,0,3,1,0,2,-5527,10521,16048,42,TRUE,0,0,Vicente,Guaita,0,0,66,1394,16,0,318,0,7,297,31.8,6,0,2,1.7,42,Vicente,Guaita,137
James_Tomkins_138,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,333,0,0,0,0,18587,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,204715,0,0,0,3,1,0,0,-19290,1385,20675,43,TRUE,0,0,James,Tomkins,1,1,86,2561,37,83,560.8,276,0,504,92.3,10,0,6,3,43,James,Tomkins,138
Scott_Dann_139,0,20,0,0,0,13,0,12,16,0.3,1,0,139,0,0,333,0,3,0,4.3,18588,36.6,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,0,13,0,0,0,0,4,0,34,0,1338,0,0,1,3,1,6,1,-38,60,98,44,TRUE,0,0,Scott,Dann,0,0,12,391,6,1.6,109.6,8,0,71,12,1,0,1,0,44,Scott,Dann,139
Martin_Kelly_140,0,16,0,0,0,10,0,8,13,0.3,0,0,140,0,0,333,0,3,0,1.9,18589,18.6,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,0,13,0,0,0,0,1,0,34,0,293833,0,0,0,3,1,0,1,482,5339,4857,39,TRUE,0,0,Martin,Kelly,0,0,19,750,14,16.5,183.2,8,1,119,20.9,2,0,2,4.7,39,Martin,Kelly,140
Jeffrey_Schlupp_141,0,1,0,0,0,6,0,0,1,0,0,0,141,0,0,333,0,1,0,0.5,18590,3.2,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,21,0,0,13,0,0,0,0,0,0,34,0,284275,1,2,0,3,1,2,1,-25261,4685,29946,45,TRUE,0,0,Jeffrey,Schlupp,4,3,91,1660,26,240.5,385.2,430,3,301,105.7,4,0,1,4.3,45,Jeffrey,Schlupp,141
Patrick_van Aanholt_142,0,30,0,0,0,11,0,4,20,15.4,0,0,142,0,0,333,1,3,0,2.7,18591,9.2,1,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,1,13,0,0,0,0,5,0,34,0,342379,1,1,0,3,1,2,1,-8037,10189,18226,55,TRUE,0,0,Patrick,van Aanholt,2,2,126,3016,43,516.9,557.6,420,16,573,149.7,11,0,3,5.4,55,Patrick,van Aanholt,142
Mamadou_Sakho_143,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,333,0,0,0,0,18592,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,81288,0,0,0,3,1,0,0,-1620,50,1670,49,TRUE,0,0,Mamadou,Sakho,0,0,88,2416,35,78.2,540.6,47,13,533,66.6,9,0,2,1.3,49,Mamadou,Sakho,143
Jairo_Riedewald_144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,333,0,0,0,0,18593,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,2959,0,0,0,3,1,0,0,6,23,17,43,TRUE,0,0,Jairo,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Jairo,Riedewald,144
Aaron_Wan-Bissaka_145,0,21,0,0,0,24,0,14,12,2.2,1,0,145,0,0,333,0,3,0,3.8,18594,36,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,0,13,0,0,0,0,7,0,34,0,1547779,2,5,0,3,1,0,1,-80506,24813,105319,45,TRUE,0,0,Aaron,Wan-Bissaka,0,2,105,2774,40,235.4,760.2,133,15,587,113.1,11,1,4,24.6,45,Aaron,Wan-Bissaka,145
Jason_Puncheon_146,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,339,0,0,0,0,18595,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,67651,0,0,0,0,4,0,0,-5314,221,5535,42,FALSE,0,0,Jason,Puncheon,0,0,15,392,9,79.9,43.6,39,0,50,16.3,1,0,1,1,42,Jason,Puncheon,146
James_McArthur_147,1,22,0,0,0,17,0,3,18,1.6,1,0,147,0,0,333,0,2,0,0.7,18596,5.2,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,84,0,0,13,0,0,0,0,8,0,34,0,177789,2,0,0,3,1,0,5,-15460,1559,17019,48,TRUE,0,0,James,McArthur,2,6,103,2697,42,407.8,544,375,5,412,132.8,10,0,6,2.7,48,James,McArthur,147
Bakary_Sako_148,0,2,0,0,0,3,0,0,2,0.1,0,0,148,0,0,333,0,1,0,0,18597,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,5,0,0,13,0,0,0,0,0,0,34,0,1260,0,0,0,3,1,0,1,-19,44,63,49,TRUE,0,0,Bakary,Sako,0,0,2,6,1,0.1,0,0,0,7,0,0,0,0,0,49,Bakary,Sako,148
Andros_Townsend_149,0,17,0,0,0,21,0,7,8,11.2,1,0,149,0,0,333,0,2,0,3.1,18598,19.4,1,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,76,0,0,13,0,0,0,0,8,0,34,0,221085,2,5,0,3,1,0,2,-21823,2404,24227,58,TRUE,0,0,Andros,Townsend,4,4,113,2806,42,844.5,614.2,534,5,437,199.5,11,0,1,3.4,57,Andros,Townsend,149
Luka_Milivojevic_150,0,42,0,0,1,31,0,2,31,29.1,0,0,150,0,0,333,1,3,1,8.5,18599,45.6,2,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,1,13,0,0,0,0,4,0,34,0,568198,0,1,1,3,1,10,8,-24879,24560,49439,64,TRUE,0,0,Luka,Milivojevic,12,1,156,3060,46,736.7,988.2,444,24,666,217,11,0,8,8.9,64,Luka,Milivojevic,150
Wilfried_Zaha_151,0,24,0,0,0,5,0,0,19,2.7,4,0,151,0,0,333,0,3,0,5.1,18600,11.2,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,0,0,13,0,0,0,0,3,0,34,0,794047,10,2,0,3,1,37,2,-34783,9457,44240,69,TRUE,0,0,Wilfried,Zaha,8,8,118,2681,42,627.4,611.4,1052,12,365,229.2,10,1,7,12.4,69,Wilfried,Zaha,151
Christian_Benteke_152,0,26,0,0,0,2,0,4,18,4.2,2,0,152,0,0,333,3,3,0,3.5,18601,9.8,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,90,1,0,13,0,0,0,0,1,0,34,0,27591,4,0,0,3,1,21,2,-133,115,248,63,TRUE,0,0,Christian,Benteke,0,0,19,640,11,94.6,37,305,0,19,42.5,2,0,1,0.4,63,Christian,Benteke,152
Alexander_S�rloth_153,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,333,0,0,0,0,18602,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,8683,0,0,0,3,1,0,0,-30,6,36,48,TRUE,0,0,Alexander,Sørloth,0,0,12,173,3,38.3,19.2,59,0,32,11.3,0,0,0,0.1,48,Alexander,Sørloth,153
Jordan_Pickford_154,0,38,0,0,0,16,0,2,25,0,0,0,154,0,0,334,0,2,0,2.6,18603,25.6,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,9,0,0,0,0,10,0,34,3,829436,0,0,0,0,2,0,2,12866,24418,11552,49,FALSE,0,0,Jordan,Pickford,0,0,142,3060,44,10,741,0,13,630,75,11,0,1,13.1,49,Jordan,Pickford,154
Maarten_Stekelenburg_155,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,334,0,0,0,0,18604,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,214761,0,0,0,0,2,0,0,-4439,1284,5723,39,FALSE,0,0,Maarten,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,39,Maarten,Stekelenburg,155
Leighton_Baines_156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,334,0,0,0,0,18605,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,33762,0,0,0,0,2,0,0,-7,79,86,50,FALSE,0,0,Leighton,Baines,0,0,7,374,6,91.4,48.4,15,0,48,15.4,0,0,0,0.5,50,Leighton,Baines,156
Seamus_Coleman_157,0,38,1,0,0,20,0,2,29,26.8,0,0,157,0,0,334,0,2,0,4.1,18606,13.8,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,1,9,0,0,0,0,10,0,34,0,94286,1,2,0,0,2,0,1,10602,13612,3010,52,FALSE,0,0,Seamus,Coleman,1,2,98,2288,30,339.2,430,184,9,465,95.3,10,0,1,1.5,52,Seamus,Coleman,157
Phil_Jagielka_158,0,68,0,0,0,14,0,3,49,0.7,0,0,158,0,0,334,0,2,0,2.9,18607,24,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,9,0,0,0,0,5,0,34,0,33248,0,2,0,0,2,4,1,6552,7385,833,43,FALSE,0,0,Phil,Jagielka,1,0,20,323,4,21.4,79.2,43,3,74,14.3,2,1,0,0.5,43,Phil,Jagielka,158
Ashley_Williams_159,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,334,0,0,0,0,18608,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,2925,0,0,0,0,2,0,0,-1,1,2,45,FALSE,0,0,Ashley,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Ashley,Williams,159
Mason_Holgate_160,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,334,0,0,0,0,18609,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,5896,0,0,0,0,2,0,0,-24,0,24,43,FALSE,0,0,Mason,Holgate,0,0,5,407,9,5,92.2,2,0,61,9.9,0,0,1,0.1,43,Mason,Holgate,160
Jonjoe_Kenny_161,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,334,0,0,0,0,18610,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,10375,0,0,0,0,2,0,0,-108,100,208,42,FALSE,0,0,Jonjoe,Kenny,0,1,19,789,15,102.7,166.2,12,0,134,28,1,0,1,0.2,42,Jonjoe,Kenny,161
Michael_Keane_162,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,334,0,0,0,0,18611,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,254862,0,0,0,0,2,0,0,-9860,9160,19020,48,FALSE,0,0,Michael,Keane,1,2,109,2610,37,99.4,647.2,282,14,553,103.3,10,0,2,4,48,Michael,Keane,162
Cuco_Martina_163,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,334,0,0,0,0,18612,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,2455,0,0,0,0,2,0,0,-7,0,7,45,FALSE,0,0,Cuco,Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Cuco,Martina,163
Theo_Walcott_164,0,2,0,0,0,7,0,0,1,0,0,0,164,0,0,334,0,0,0,0.4,18613,4,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,6,0,0,9,0,0,0,0,1,0,34,0,162663,0,2,0,0,2,0,1,-953,355,1308,59,FALSE,0,0,Theo,Walcott,3,3,86,1934,31,333.6,330.2,561,4,241,121.9,6,0,1,2.6,59,Theo,Walcott,164
Yannick_Bolasie_165,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,334,0,0,0,0,18614,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,5763,0,0,0,0,2,0,0,-5,1,6,58,FALSE,0,0,Yannick,Bolasie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,58,Yannick,Bolasie,165
James_McCarthy_166,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,334,0,0,0,0,18615,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,2770,0,0,0,0,2,0,0,-4,44,48,44,FALSE,0,0,James,McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,James,McCarthy,166
Morgan_Schneiderlin_167,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,334,0,0,0,0,18616,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,119065,0,0,0,0,2,0,0,-4590,201,4791,42,FALSE,0,0,Morgan,Schneiderlin,0,1,18,472,7,101.3,96.2,14,0,97,21.2,2,0,1,1.8,42,Morgan,Schneiderlin,167
Idrissa_Gueye_168,0,63,0,0,0,11,0,2,51,14.5,0,0,168,0,0,334,2,2,0,3.2,18617,16.2,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,9,0,0,0,0,6,0,34,0,19395,2,1,1,0,2,1,2,156,534,378,47,FALSE,0,0,Idrissa,Gueye,0,1,65,2502,30,250.5,544.4,117,0,404,91.3,10,0,5,0.3,47,Idrissa,Gueye,168
Tom_Davies_169,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,334,0,0,0,0,18618,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,7445,0,0,0,0,2,0,0,-17,37,54,51,FALSE,0,0,Tom,Davies,0,0,26,975,19,96.2,122.6,103,0,127,32.1,2,0,3,0.1,50,Tom,Davies,169
Ademola_Lookman_170,0,6,0,0,0,0,0,0,4,0.6,0,0,170,0,0,334,0,0,0,0.3,18619,0.4,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,16,0,0,9,0,0,0,0,2,0,34,0,5912,3,0,0,0,2,2,1,-101,24,125,49,FALSE,0,0,Ademola,Lookman,0,2,28,552,7,156,119.6,148,0,99,42.5,1,0,0,0.1,49,Ademola,Lookman,170
Davy_Klaassen_171,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,334,0,0,0,0,18620,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,439,0,0,0,0,2,0,0,-1,0,1,60,FALSE,0,0,Davy,Klaassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Davy,Klaassen,171
Gylfi_Sigurdsson_172,0,17,1,0,0,12,0,0,10,32.3,0,0,172,0,0,334,1,2,0,4,18621,7.2,2,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,73,0,1,9,0,0,0,0,2,0,34,0,504909,1,1,0,0,2,0,2,17486,51699,34213,74,FALSE,0,0,Gylfi,Sigurdsson,12,4,157,2767,39,956.7,844.8,968,17,580,276.9,12,0,3,7.4,74,Gylfi,Sigurdsson,172
Nikola_Vlasic_173,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,334,0,0,0,0,18622,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,495,0,0,0,0,2,0,0,0,0,0,50,FALSE,0,0,Nikola,Vlasic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Nikola,Vlasic,173
Beni_Baningime_174,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,334,0,0,0,0,18623,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,2976,0,0,0,0,2,0,0,-18,5,23,43,FALSE,0,0,Beni,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Beni,Baningime,174
Dominic_Calvert-Lewin_175,0,16,0,2,0,-5,0,1,10,2.6,0,0,175,0,0,334,1,2,0,2.8,18624,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,9,0,0,0,0,3,0,34,0,125871,2,0,3,0,2,25,2,6536,14862,8326,54,FALSE,0,0,Dominic,Calvert-Lewin,6,4,83,1517,26,147.2,298.4,511,3,250,94.6,5,0,3,2,54,Dominic,Calvert-Lewin,175
Oumar_Niasse_176,0,16,0,0,0,1,1,0,9,2.2,2,0,176,0,0,302,1,0,0,1.4,18625,0.2,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,84,0,0,3,0,0,0,0,3,0,34,0,26938,7,0,0,2,0,12,2,1758,2996,1238,50,FALSE,0,0,Oumar,Niasse,0,0,26,862,12,74.6,57.6,280,0,23,41,4,0,0,0.4,50,Oumar,Niasse,176
Cenk_Tosun_177,0,2,0,0,0,2,0,0,2,0.3,0,0,177,0,0,334,1,0,0,0.6,18627,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,6,0,0,9,0,0,0,0,0,0,34,0,93237,1,1,1,0,2,6,1,-188,203,391,64,FALSE,0,0,Cenk,Tosun,2,3,46,937,15,129.5,168.2,459,0,129,75.4,1,0,3,1.5,64,Cenk,Tosun,177
Marcus_Bettinelli_178,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,334,0,0,0,0,18628,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,17180,0,0,0,0,2,0,0,-319,38,357,43,TRUE,0,0,Marcus,Bettinelli,0,0,15,630,20,0,195,0,0,114,19.4,0,0,1,0.3,42,Marcus,Bettinelli,178
David_Button_179,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,302,0,0,0,0,18629,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,5,0,0,0,0,0,0,34,0,164048,0,0,0,2,0,0,0,-16234,832,17066,40,TRUE,0,0,David,Button,0,0,15,360,5,0,89.2,0,2,76,8.9,1,0,0,2.6,40,David,Button,179
Tim_Ream_180,0,28,0,0,0,18,1,5,22,0.2,0,0,180,0,0,334,1,0,0,1.4,18631,13.2,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,8,0,0,0,0,3,0,34,0,8858,0,1,1,0,2,1,5,-169,38,207,42,TRUE,0,1,Tim,Ream,0,0,35,1776,48,44.3,278.4,3,3,276,32.7,3,0,1,0.1,42,Tim,Ream,180
Denis_Odoi_181,0,1,0,0,0,3,0,1,1,0,0,0,181,0,0,334,0,0,0,0.1,18632,1,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,1,0,0,8,0,0,0,0,0,0,34,0,7231,0,0,0,0,2,0,1,-77,35,112,44,TRUE,0,0,Denis,Odoi,0,1,37,2476,62,163.3,554,58,2,398,77.8,2,0,4,0.1,44,Denis,Odoi,181
Tom_Cairney_182,0,26,1,0,3,36,1,1,22,32.6,1,0,182,0,0,334,0,0,1,10.6,18633,52.8,2,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,2,8,0,0,0,0,6,0,34,0,26698,1,0,0,0,2,21,11,-449,44,493,46,TRUE,1,0,Tom,Cairney,1,1,64,1918,46,516.1,321,168,3,347,100.6,4,0,0,0.4,46,Tom,Cairney,182
