name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Dale_Stephens_56,0,75,0,0,0,13,0,5,62,13.3,1,0,56,0,0,302,1,2,0,4.7,18471,24.2,1,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,5,0,0,0,0,10,0,34,0,200895,2,0,1,2,0,9,2,769,6515,5746,43,TRUE,0,0,Dale,Stephens,1,1,57,2124,43,220.9,416,76,4,348,71.3,4,1,5,3.2,43,Dale,Stephens,56
Beram_Kayal_57,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,302,0,0,0,0,18473,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,5,0,0,0,0,0,0,34,0,19011,0,0,0,2,0,0,0,-888,47,935,44,TRUE,0,0,Beram,Kayal,1,1,28,712,11,53.7,189.4,49,0,117,29.3,3,0,4,0.3,44,Beram,Kayal,57
Solomon_March_58,0,36,0,0,0,6,0,0,25,44.8,6,0,58,0,0,302,3,2,0,7,18475,11.8,3,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,1,5,0,0,0,0,7,0,34,0,45359,8,1,3,2,0,13,2,-2097,1772,3869,48,TRUE,0,0,Solomon,March,1,5,84,2217,38,645.6,422.8,303,5,309,137.3,5,0,1,0.7,47,Solomon,March,58
Pascal_Gro�_59,0,21,0,0,0,0,0,0,15,17.4,0,0,59,0,0,302,2,2,0,2.2,18477,2.6,1,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,53,0,1,5,0,0,0,0,2,0,34,0,92072,3,0,0,2,0,2,1,1363,2176,813,67,TRUE,0,0,Pascal,Groß,2,2,59,1414,24,662.9,329.6,292,9,263,128.6,2,0,0,1.5,67,Pascal,Groß,59
Davy_Pr�pper_60,0,70,0,0,0,14,0,1,59,23.2,1,0,60,0,0,302,1,2,0,3.5,18479,11.4,2,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,5,0,0,0,0,12,0,34,0,18500,2,0,0,2,0,0,2,4898,6209,1311,48,TRUE,0,0,Davy,Pröpper,1,1,71,2537,45,279.1,389.2,121,3,348,79.2,4,0,2,0.3,48,Davy,Pröpper,60
Jos� Heriberto_Izquierdo Mena_61,0,7,0,0,0,3,0,0,6,10.8,0,0,61,0,0,302,0,0,0,1.4,18481,0.4,1,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,21,0,0,5,0,0,0,0,1,0,34,0,5460,0,0,1,2,0,3,1,138,207,69,59,TRUE,0,0,José Heriberto,Izquierdo Mena,0,2,26,634,9,75.3,62.2,147,0,80,28.5,2,0,1,0.1,59,José Heriberto,Izquierdo Mena,61
Glenn_Murray_62,0,20,0,0,0,-1,0,0,15,2.4,0,0,62,0,0,302,1,2,0,1.1,18483,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,2,0,5,0,0,0,0,1,0,34,0,350086,3,1,3,2,0,13,2,199503,218718,19215,63,TRUE,0,0,Glenn,Murray,11,0,106,2151,39,147.3,400.8,721,13,272,124.7,3,0,5,5.1,64,Glenn,Murray,62
Tomer_Hemed_63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,302,0,0,0,0,18485,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,5,0,0,0,0,0,0,34,0,4042,0,0,0,2,0,0,0,-5,4,9,49,TRUE,0,0,Tomer,Hemed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Tomer,Hemed,63
Sam_Baldock_64,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,302,0,0,0,0,18487,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,5,0,0,0,0,0,0,34,0,18977,0,0,0,2,0,0,0,-23,10,33,45,TRUE,0,0,Sam,Baldock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,Sam,Baldock,64
J�rgen_Locadia_65,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,302,0,0,0,0,18489,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,5,0,0,0,0,0,0,34,0,19493,0,0,0,2,0,0,0,65,981,916,53,TRUE,0,0,Jürgen,Locadia,2,0,49,1112,19,179.9,150,354,6,149,68,3,0,1,0.3,53,Jürgen,Locadia,65
Florin_Andone_66,0,7,0,0,0,-7,0,0,6,0.8,0,0,66,0,0,302,2,0,0,2.3,18491,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,36,0,0,5,0,0,0,0,0,0,34,0,12061,8,0,0,2,0,24,1,702,1286,584,50,TRUE,0,0,Florin,Andone,3,0,35,724,12,46.9,136,353,2,78,52.8,1,0,3,0.2,50,Florin,Andone,66
Tom_Heaton_67,0,21,0,0,1,24,1,1,7,0,0,0,67,0,0,332,0,0,0,1,18493,10.4,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,6,0,34,2,36097,0,0,0,0,2,0,7,-1326,1449,2775,48,TRUE,0,0,Tom,Heaton,0,0,50,1350,19,20,309.8,4,4,256,33.3,4,0,1,0.6,48,Tom,Heaton,67
Nick_Pope_68,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,332,0,0,0,0,18494,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,10632,0,0,0,0,2,0,0,-21,23,44,48,TRUE,0,0,Nick,Pope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,48,Nick,Pope,68
Matthew_Lowton_69,0,22,0,0,1,24,1,4,15,1.4,1,0,69,0,0,332,0,0,0,1.4,18495,12.2,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,4,0,34,0,13856,0,1,0,0,2,0,7,26,105,79,46,TRUE,0,0,Matthew,Lowton,0,0,31,1388,33,105.4,252.4,28,1,228,38.7,4,0,5,0.2,46,Matthew,Lowton,69
Ben_Mee_70,0,29,0,0,0,21,1,7,17,0.3,0,0,70,0,0,332,0,0,0,4.8,18496,21.2,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,4,0,34,0,103748,0,0,1,0,2,26,6,-621,1444,2065,46,TRUE,0,0,Ben,Mee,0,2,78,3060,60,99.1,770.4,232,5,518,110.3,8,0,9,1.6,46,Ben,Mee,70
Stephen_Ward_71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,332,0,0,0,0,18497,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,30648,0,0,0,0,2,0,0,9,128,119,47,TRUE,0,0,Stephen,Ward,0,0,7,228,6,17.2,48.4,19,0,44,8.5,1,0,1,0.5,47,Stephen,Ward,71
James_Tarkowski_72,0,23,0,0,0,19,1,11,18,0.5,1,0,72,0,0,332,4,0,0,6.1,18498,26.4,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,2,0,34,0,280038,0,1,0,0,2,34,5,2375,9212,6837,47,TRUE,0,1,James,Tarkowski,3,2,94,2726,55,58.1,895.4,407,7,474,136.3,7,0,6,4.4,47,James,Tarkowski,72
Kevin_Long_73,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,332,0,0,0,0,18499,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,19664,0,0,0,0,2,0,0,-38,186,224,41,TRUE,0,0,Kevin,Long,0,1,16,513,9,11.6,147.8,8,0,101,16.8,1,0,0,0.3,41,Kevin,Long,73
Charlie_Taylor_74,0,33,0,0,0,21,1,3,23,1.4,4,0,74,0,0,332,0,0,0,2.1,18500,19,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,8,0,34,0,27201,3,0,1,0,2,1,6,83,2070,1987,44,TRUE,0,0,Charlie,Taylor,0,1,77,2880,56,241.7,588.2,30,2,465,86.1,7,0,2,0.5,44,Charlie,Taylor,74
Phil_Bardsley_75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,332,0,0,0,0,18501,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,11344,0,0,0,0,2,0,0,-1652,85,1737,42,TRUE,0,0,Phil,Bardsley,0,0,33,1670,27,139.6,267.8,66,0,224,47.4,4,0,9,0.2,42,Phil,Bardsley,75
Johann Berg_Gudmundsson_76,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,332,0,0,0,0,18502,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,68397,0,0,0,0,2,0,0,-1099,679,1778,55,TRUE,0,0,Johann Berg,Gudmundsson,3,6,85,1635,36,546.4,414.2,364,6,314,132.6,5,0,2,1.1,55,Johann Berg,Gudmundsson,76
Steven_Defour_77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,332,0,0,0,0,18503,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,1429,0,0,0,0,2,0,0,-33,8,41,53,TRUE,0,0,Steven,Defour,0,0,10,449,14,36.6,61.4,0,0,70,9.9,0,0,0,0,53,Steven,Defour,77
Jeff_Hendrick_78,0,19,0,0,0,14,1,0,10,22.7,2,0,78,0,0,332,0,0,0,4,18504,11.2,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,2,5,0,0,0,0,2,0,34,0,9673,0,2,1,0,2,6,3,-115,38,153,52,TRUE,0,0,Jeff,Hendrick,1,2,61,1802,39,182.1,180.8,247,3,206,61,4,0,4,0.2,52,Jeff,Hendrick,78
Robbie_Brady_79,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,332,0,0,0,0,18505,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,1284,0,0,0,0,2,0,0,4,31,27,54,TRUE,0,0,Robbie,Brady,0,1,17,627,14,174.9,91.4,81,0,64,34.8,1,1,3,0,54,Robbie,Brady,79
Ashley_Westwood_80,0,32,0,1,0,6,1,1,20,16.9,0,0,80,0,0,332,0,0,0,6.6,18506,15.2,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,6,0,34,0,213373,0,0,0,0,2,34,3,16652,28703,12051,46,TRUE,0,0,Ashley,Westwood,2,8,104,2461,47,593.6,574.2,251,10,473,142.3,7,0,4,3.3,46,Ashley,Westwood,80
Jonathan_Walters_81,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,332,0,0,0,0,18507,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,1671,0,0,0,0,2,0,0,-69,23,92,47,TRUE,0,0,Jonathan,Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Jonathan,Walters,81
Jack_Cork_82,0,30,0,0,0,14,1,2,23,13.1,0,0,82,0,0,332,1,0,0,2.9,18508,13.6,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,5,0,0,0,0,6,0,34,0,33497,1,2,0,0,2,2,3,-1039,240,1279,46,TRUE,0,0,Jack,Cork,1,2,80,2952,55,290,450,214,0,406,95.6,8,0,5,0.5,46,Jack,Cork,82
Aaron_Lennon_83,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,332,0,0,0,0,18509,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,19118,0,0,0,0,2,0,0,-135,12,147,49,TRUE,0,0,Aaron,Lennon,1,1,41,1214,22,121.2,151.6,108,2,133,38,3,0,1,0.3,49,Aaron,Lennon,83
Sam_Vokes_84,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,332,0,0,0,0,18510,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,38650,0,0,0,0,2,0,0,-361,6,367,53,TRUE,0,0,Sam,Vokes,3,0,48,907,20,108.6,152,292,7,130,54.3,2,0,0,0.6,53,Sam,Vokes,84
Ashley_Barnes_85,0,23,1,1,0,2,1,1,9,12.3,0,0,85,0,0,332,2,0,0,3.8,18511,10.2,1,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,1,0,5,0,0,0,0,2,0,34,0,165845,1,1,0,0,2,15,1,-24714,8355,33069,57,TRUE,0,1,Ashley,Barnes,10,3,104,2037,33,294.1,482.8,898,10,334,167,7,0,7,2.4,57,Ashley,Barnes,85
Nahki_Wells_86,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,332,0,0,0,0,18512,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,51197,0,0,0,0,2,0,0,-95,17,112,45,TRUE,0,0,Nahki,Wells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,45,Nahki,Wells,86
Chris_Wood_87,0,28,1,1,3,56,1,2,19,20.2,0,0,87,0,0,332,0,0,2,19.5,18513,71.4,2,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,2,0,5,0,0,0,0,9,0,34,0,76045,3,0,2,0,2,103,13,14353,19904,5551,62,TRUE,1,0,Chris,Wood,10,2,120,2253,42,268,449,848,17,357,155,7,0,2,1.3,63,Chris,Wood,87
Neil_Etheridge_88,0,40,0,0,0,26,1,3,7,0,0,0,88,0,0,302,0,0,0,1.9,18514,19.4,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,11,0,34,2,700394,0,0,0,2,0,0,6,12064,29814,17750,47,FALSE,0,0,Neil,Etheridge,0,0,137,3060,63,10,988.8,0,16,688,99.7,9,0,2,10.9,47,Neil,Etheridge,88
Alex_Smithies_89,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,302,0,0,0,0,18516,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,5629,0,0,0,2,0,0,0,-32,34,66,42,FALSE,0,0,Alex,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Alex,Smithies,89
Sean_Morrison_90,0,19,0,0,3,33,1,13,12,0.2,0,0,90,0,0,302,2,0,1,11.5,18518,73.4,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,0,0,34,0,25607,0,0,1,2,0,41,15,4230,5495,1265,47,FALSE,0,0,Sean,Morrison,1,4,88,2679,57,206.8,608.4,491,5,439,130.8,8,0,5,0.4,47,Sean,Morrison,90
Sol_Bamba_91,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,302,0,0,0,0,18520,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,119504,0,0,0,2,0,0,0,-11593,184,11777,45,FALSE,0,0,Sol,Bamba,4,1,95,2475,52,51.4,787,304,11,459,114.2,7,0,7,1.8,45,Sol,Bamba,91
Bruno_Ecuele Manga_92,0,25,0,0,1,30,1,15,12,0.3,0,0,92,0,0,302,3,0,0,3.4,18522,31.4,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,7,0,34,0,30891,0,3,0,2,0,2,7,7459,9357,1898,44,FALSE,0,0,Bruno,Ecuele Manga,0,1,86,3015,61,104.8,620,134,3,518,86.2,9,0,0,0.5,44,Bruno,Ecuele Manga,92
Matthew_Connolly_93,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,302,0,0,0,0,18524,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,170191,0,0,0,2,0,0,0,-2825,5322,8147,38,FALSE,0,0,Matthew,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,38,Matthew,Connolly,93
Joe_Bennett_94,0,24,0,0,0,26,1,8,20,1.1,0,0,94,0,0,302,1,0,0,3.4,18526,15.2,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,7,0,34,0,26507,0,3,0,2,0,18,5,648,1026,378,44,FALSE,0,1,Joe,Bennett,0,1,67,2279,44,220.9,381.4,81,4,377,68.3,8,0,5,0.4,44,Joe,Bennett,94
Lee_Peltier_95,0,15,0,0,0,19,1,3,8,0.4,0,0,95,0,0,302,0,0,0,0.6,18528,5.2,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,2,0,34,0,252799,0,0,0,2,0,0,6,-2003,9740,11743,39,FALSE,0,0,Lee,Peltier,0,0,33,1182,20,28,192.6,13,1,167,23.4,4,0,4,4,39,Lee,Peltier,95
Ashley Darel Jazz_Richards_96,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,302,0,0,0,0,18530,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,32791,0,0,0,2,0,0,0,-359,204,563,39,FALSE,0,0,Ashley Darel Jazz,Richards,0,0,1,97,4,1.5,12.2,0,0,11,1.5,0,0,0,0.5,39,Ashley Darel Jazz,Richards,96
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,302,0,0,0,0,18532,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,1971,0,0,0,2,0,0,0,-4,7,11,40,FALSE,0,0,Greg,Halford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Greg,Halford,97
Joe_Ralls_98,0,42,0,0,0,18,1,6,31,25.8,0,0,98,0,0,302,0,0,0,8,18534,32.6,2,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,9,0,34,0,4878,2,2,0,2,0,22,3,-12,32,44,46,FALSE,0,0,Joe,Ralls,0,0,43,1876,39,466.2,277.6,204,0,219,94.5,5,1,4,0.1,46,Joe,Ralls,98
David Junior_Hoilett_99,1,26,0,0,0,22,1,3,19,46,3,0,99,0,0,302,2,0,0,9.9,18536,35.2,4,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,90,0,0,3,0,0,0,0,8,0,34,0,8559,1,0,0,2,0,18,6,1405,1801,396,50,FALSE,0,0,David Junior,Hoilett,3,2,76,1942,43,321.8,278,387,4,213,98,6,0,4,0.1,50,David Junior,Hoilett,99
Nathaniel_Mendez-Laing_100,0,22,0,0,2,32,1,1,14,2.4,3,0,100,0,0,302,1,0,1,5.1,18538,40,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,79,0,0,3,0,0,0,0,7,0,34,0,1792,3,2,0,2,0,9,10,-19,21,40,48,FALSE,1,0,Nathaniel,Mendez-Laing,2,0,38,629,12,103.7,170.2,161,3,144,43.6,3,0,0,0,48,Nathaniel,Mendez-Laing,100
Callum_Paterson_101,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,302,0,0,0,0,18540,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,25145,0,0,0,2,0,0,0,-2877,45,2922,49,FALSE,0,0,Callum,Paterson,4,2,80,1993,41,311.9,266.8,541,4,227,111.7,5,0,4,0.4,48,Callum,Paterson,101
Aron_Gunnarsson_102,0,22,0,0,0,9,0,1,15,10.9,0,0,102,0,0,302,0,0,0,2.4,18542,5.2,1,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,54,0,0,3,0,0,0,0,3,0,34,0,44328,0,3,2,2,0,8,1,-2016,524,2540,44,FALSE,0,0,Aron,Gunnarsson,1,1,59,1943,34,203.4,342,197,3,263,74.2,6,0,4,0.7,44,Aron,Gunnarsson,102
Anthony_Pilkington_103,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,302,0,0,0,0,18544,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,3848,0,0,0,2,0,0,0,-8,5,13,44,FALSE,0,0,Anthony,Pilkington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Anthony,Pilkington,103
Lo�c_Damour_104,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,302,0,0,0,0,18546,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,4318,0,0,0,2,0,0,0,-42,68,110,43,FALSE,0,0,Loïc,Damour,0,0,2,21,2,1,0.6,8,0,6,0.9,0,0,0,0.1,43,Loïc,Damour,104
Danny_Ward_105,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,302,0,0,0,0,18548,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,12987,0,0,0,2,0,0,0,-428,91,519,43,FALSE,0,0,Danny,Ward,1,0,19,331,11,56.7,60.2,69,0,58,18.3,0,0,0,0.2,43,Danny,Ward,105
Josh_Murphy_106,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,302,0,0,0,0,18550,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,14893,0,0,0,2,0,0,0,116,644,528,48,FALSE,0,0,Josh,Murphy,3,1,68,1634,29,204.2,246.6,498,3,160,94.1,6,0,1,0.2,48,Josh,Murphy,106
Kenneth_Zohore_107,0,1,0,0,0,3,0,0,1,0,0,0,107,0,0,302,0,0,0,0,18552,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,5,0,0,3,0,0,0,0,0,0,34,0,36714,0,0,0,2,0,0,1,-1308,661,1969,46,FALSE,0,0,Kenneth,Zohore,1,1,29,615,17,147.1,95.8,241,2,84,48.4,1,0,1,0.6,46,Kenneth,Zohore,107
Omar_Bogle_108,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,302,0,0,0,0,18554,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,7511,0,0,0,2,0,0,0,-7,14,21,45,FALSE,0,0,Omar,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Omar,Bogle,108
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,302,0,0,0,0,18556,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,58222,0,0,0,2,0,0,0,-322,698,1020,44,FALSE,0,0,Gary,Madine,0,0,5,32,3,1.5,2,8,0,13,1,0,0,0,0.9,44,Gary,Madine,109
Bobby_Reid_110,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,302,0,0,0,0,18558,0,0,2019-04-16T18:45:00Z,4/16/2019 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,62910,0,0,0,2,0,0,0,343,3728,3385,52,FALSE,0,0,Bobby,Reid,4,3,69,1230,27,177.3,246.4,305,7,228,72.5,3,0,0,1,52,Bobby,Reid,110
Thibaut_Courtois_111,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,336,0,0,0,0,18560,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,29613,0,0,0,0,2,0,0,-28,3,31,55,FALSE,0,0,Thibaut,Courtois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,55,Thibaut,Courtois,111
Willy_Caballero_112,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,336,0,0,0,0,18561,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,8658,0,0,0,0,2,0,0,-237,21,258,47,FALSE,0,0,Willy,Caballero,0,0,6,90,0,0,3.6,0,0,19,0.4,1,0,0,0.1,47,Willy,Caballero,112
C�sar_Azpilicueta_113,0,34,0,0,0,7,0,8,23,0.8,1,0,113,0,0,336,2,2,0,3.4,18562,27.6,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,0,12,0,0,0,0,3,0,34,0,639822,0,0,0,0,2,6,0,-28071,13585,41656,64,FALSE,0,1,César,Azpilicueta,1,5,140,3042,36,486.5,715.2,234,11,728,144.1,14,0,4,10.1,64,César,Azpilicueta,113
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,336,0,0,0,0,18563,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,33266,0,0,0,0,2,0,0,-31,62,93,50,FALSE,0,0,Gary,Cahill,0,0,1,21,0,0,2.8,0,0,3,0.3,0,0,0,0.5,50,Gary,Cahill,114
Marcos_Alonso_115,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,336,0,0,0,0,18564,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,1539182,0,0,0,0,2,0,0,-81726,763,82489,63,FALSE,0,0,Marcos,Alonso,1,8,139,2489,27,487.4,533,436,19,617,145.9,12,0,6,24.1,63,Marcos,Alonso,115
David_Luiz Moreira Marinho_116,0,46,0,0,0,14,0,8,36,13.6,0,0,116,0,0,336,1,2,0,5.1,18565,37.2,1,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,0,12,0,0,0,0,7,0,34,0,834045,0,0,0,0,2,0,1,-98978,5278,104256,60,FALSE,0,0,David,Luiz Moreira Marinho,2,2,140,2880,33,327.3,759.4,301,16,698,138.7,14,0,3,13.1,59,David,Luiz Moreira Marinho,116
Victor_Moses_117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,336,0,0,0,0,18566,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,78048,0,0,0,0,2,0,0,-144,1,145,55,FALSE,0,0,Victor,Moses,0,0,2,26,1,12.7,1.2,6,0,3,2,0,0,0,1.2,55,Victor,Moses,117
Antonio_R�diger_118,0,16,0,0,0,4,0,3,15,0.2,0,0,118,0,0,336,0,0,0,0.5,18567,5.2,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,39,0,0,12,0,0,0,0,1,0,34,0,223944,0,0,0,0,2,0,1,-9422,1230,10652,59,FALSE,0,0,Antonio,Rüdiger,1,1,111,2807,34,143,556.4,266,9,591,96.7,12,0,7,3.4,59,Antonio,Rüdiger,118
Andreas_Christensen_119,0,21,0,0,0,4,0,3,19,0.1,0,0,119,0,0,336,0,2,0,0.8,18568,8,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,50,0,0,12,0,0,0,0,2,0,34,0,24234,0,0,0,0,2,0,0,-145,76,221,50,FALSE,0,0,Andreas,Christensen,0,0,14,410,5,6.5,82.2,2,0,85,9.1,2,0,1,0.4,50,Andreas,Christensen,119
