name,lname,ID,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,assists,attempted_passes
Petr,Cech,1,0,0,0,0,0,0,0,0,0,0,1,0,0,151,0,0,0,0,8140,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,80100,0,0,0,0,1,0,0,-1317,604,1921,49,TRUE,0,0,0,0
Bernd,Leno,2,0,0,1,22,1,1,27,0,0,0,2,0,0,151,0,0,0,0.6,8141,6.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,10,0,0,0,0,7,0,16,0,124446,0,0,0,0,1,0,7,14441,16815,2374,48,TRUE,0,0,0,38
Laurent,Koscielny,3,0,0,0,0,0,0,0,0,0,0,3,0,0,151,0,0,0,0,8142,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,6103,0,0,0,0,1,0,0,85,195,110,54,TRUE,0,0,0,0
Héctor,Bellerín,4,0,0,0,21,1,1,35,5.7,1,0,4,0,0,151,0,0,0,1,8143,1.6,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,10,0,0,0,0,7,0,16,0,720517,1,0,1,0,1,3,6,86327,101165,14838,54,TRUE,0,0,0,46
Nacho,Monreal,5,0,0,0,3,0,1,14,0.4,0,0,5,0,0,151,1,0,0,0.4,8144,4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,24,0,0,10,0,0,0,0,4,0,16,0,50340,0,0,0,0,1,0,1,-2299,265,2564,54,TRUE,0,0,0,15
Rob,Holding,6,0,0,0,0,0,0,0,0,0,0,6,0,0,151,0,0,0,0,8145,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,43793,0,0,0,0,1,0,0,-9837,2082,11919,44,TRUE,0,0,0,0
Shkodran,Mustafi,7,0,0,0,19,1,3,45,0.4,0,0,7,0,0,151,3,0,0,0.8,8146,7.6,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,65,0,0,10,0,0,0,0,2,0,16,0,116107,0,1,0,0,1,0,5,31413,33511,2098,54,TRUE,0,1,0,52
Sead,Kolasinac,8,0,0,2,24,1,1,20,15.6,0,0,8,0,0,151,0,0,0,3.7,8147,15.6,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,1,10,0,0,0,0,9,0,16,0,145750,3,2,0,0,1,6,8,98343,100371,2028,50,TRUE,0,0,0,30
Calum,Chambers,9,0,0,0,0,0,0,0,0,0,0,9,0,0,158,0,0,0,0,8148,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,14,0,0,0,0,0,0,16,0,51066,0,0,0,1,4,0,0,620,1570,950,42,FALSE,0,0,0,0
Konstantinos,Mavropanos,10,0,0,0,0,0,0,0,0,0,0,10,0,0,151,0,0,0,0,8149,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,5824,0,0,0,0,1,0,0,-52,20,72,47,TRUE,0,0,0,0
Stephan,Lichtsteiner,11,0,0,0,1,0,2,20,0.3,0,0,11,0,0,151,0,0,0,0.2,8150,1.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,45,0,0,10,0,0,0,0,2,0,16,0,51463,0,0,0,0,1,0,0,436,1078,642,45,TRUE,0,1,0,25
Sokratis,Papastathopoulos,12,0,0,1,22,1,7,57,1.5,0,0,12,0,0,151,2,0,0,2.3,8151,21.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,10,0,0,0,0,8,0,16,0,69304,0,0,0,0,1,0,6,3261,3946,685,51,TRUE,0,1,0,64
Mesut,Özil,13,0,0,0,0,0,0,0,0,0,0,13,0,0,151,0,0,0,0,8152,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,183661,0,0,0,0,1,0,0,-28646,740,29386,81,TRUE,0,0,0,0
Aaron,Ramsey,14,0,0,0,0,0,0,0,0,0,0,14,0,0,151,0,0,0,0,8153,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,69020,0,0,0,0,1,0,0,-4331,3883,8214,73,TRUE,0,0,0,0
Alex,Iwobi,15,0,0,0,-3,0,0,12,12.2,1,0,15,0,0,151,1,0,0,1.5,8154,3,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,45,0,0,10,0,0,0,0,2,0,16,0,72209,7,0,0,0,1,0,1,3395,7394,3999,55,TRUE,0,0,0,19
Mohamed,Elneny,16,0,0,0,0,0,0,0,0,0,0,16,0,0,151,0,0,0,0,8155,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,131417,0,0,0,0,1,0,0,-2747,630,3377,43,TRUE,0,0,0,0
Granit,Xhaka,17,2,0,0,19,1,7,68,28.6,0,0,17,0,0,151,2,0,0,7.1,8156,25.4,2,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,10,0,0,0,0,10,0,16,0,179057,1,1,1,0,1,17,2,-68,8871,8939,53,TRUE,0,1,0,85
Henrikh,Mkhitaryan,18,0,0,0,5,0,0,15,21,1,0,18,0,0,151,1,0,0,2.7,8157,0.8,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,45,0,0,10,0,0,0,0,4,0,16,0,312440,0,1,2,0,1,5,1,10214,17636,7422,67,TRUE,0,0,0,22
Reiss,Nelson,19,0,0,0,0,0,0,0,0,0,0,19,0,0,151,0,0,0,0,8158,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,26014,0,0,0,0,1,0,0,-209,1,210,44,TRUE,0,0,0,0
Ainsley,Maitland-Niles,20,0,0,0,0,0,0,0,0,0,0,20,0,0,151,0,0,0,0,8159,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,14280,0,0,0,0,1,0,0,-223,124,347,44,TRUE,0,0,0,0
Danny,Welbeck,21,0,0,0,0,0,0,0,0,0,0,21,0,0,151,0,0,0,0,8160,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,31422,0,0,0,0,1,0,0,-503,63,566,65,TRUE,0,0,0,0
Alexandre,Lacazette,22,0,1,0,-2,0,1,10,1.2,0,0,22,0,0,151,1,0,0,0.4,8161,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,45,1,0,10,0,0,0,0,3,0,16,0,659811,0,0,1,0,1,4,1,122304,150114,27810,96,TRUE,0,0,0,13
Pierre-Emerick,Aubameyang,23,1,2,0,9,1,1,13,13.3,0,0,23,0,0,151,1,0,0,9.6,8162,13.4,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,1,0,10,0,0,0,0,1,0,16,0,2085226,0,0,2,0,1,69,5,623808,637087,13279,114,TRUE,0,0,1,17
Asmir,Begovic,24,0,0,0,6,0,0,8,0,0,0,24,1,0,152,0,4,0,0.1,8163,0.6,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,0,0,0,0,4,0,16,1,234542,0,0,0,4,0,0,0,-5047,1350,6397,45,TRUE,0,0,0,16
Artur,Boruc,25,0,0,0,0,0,0,0,0,0,0,25,0,0,152,0,0,0,0,8164,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,360048,0,0,0,4,0,0,0,-1968,2050,4018,40,TRUE,0,0,0,0
Simon,Francis,26,0,0,0,12,0,6,28,1.8,3,0,26,0,0,152,0,4,0,1.7,8165,14.8,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,0,0,0,0,3,0,16,0,27720,3,1,0,4,0,0,0,-550,1206,1756,44,TRUE,0,0,0,47
Steve,Cook,27,0,0,0,4,0,8,34,0.3,0,0,27,0,0,152,1,4,0,0.6,8166,6,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,1,0,0,0,4,0,16,0,478221,0,0,0,4,0,0,-2,-11760,6871,18631,46,TRUE,0,0,0,51
Charlie,Daniels,28,0,0,0,12,0,4,32,7,0,0,28,0,0,152,0,4,0,2.7,8167,9,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,82,0,1,12,0,0,0,0,6,0,16,0,258123,0,0,1,4,0,11,0,-4654,1492,6146,42,TRUE,0,0,0,41
Adam,Smith,29,0,0,0,0,0,0,0,0,0,0,29,0,0,152,0,0,0,0,8168,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,30683,0,0,0,4,0,0,0,-3198,23,3221,44,TRUE,0,0,0,0
Tyrone,Mings,30,0,0,0,3,0,1,12,0.5,0,0,30,0,0,152,0,0,0,0.3,8169,2,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,7,0,0,12,0,0,0,0,1,0,16,0,7564,0,0,0,4,0,0,1,-57,89,146,43,TRUE,0,0,0,14
Nathan,Aké,31,0,0,0,5,0,5,25,0.2,0,0,31,0,0,152,1,4,0,1.9,8170,16.8,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,0,0,0,0,4,0,16,0,277022,0,0,0,4,0,2,-1,-6525,3423,9948,50,TRUE,0,1,0,29
Jack,Simpson,32,0,0,0,0,0,0,0,0,0,0,32,0,0,152,0,0,0,0,8171,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,242994,0,0,0,4,0,0,0,-3145,865,4010,39,TRUE,0,0,0,0
Harry,Arter,33,1,0,0,13,1,2,19,15.9,0,0,33,0,0,154,2,0,0,6.1,8172,22.2,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,1,16,0,0,0,0,11,0,16,0,11301,0,0,0,0,1,23,3,-37,111,148,49,TRUE,0,0,0,29
Marc,Pugh,34,0,0,0,0,0,0,0,0,0,0,34,0,0,152,0,0,0,0,8173,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,24699,0,0,0,4,0,0,0,-300,250,550,43,TRUE,0,0,0,0
Andrew,Surman,35,0,0,0,12,0,3,56,3.3,1,0,35,0,0,152,1,4,0,1,8174,5.2,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,0,0,0,0,6,0,16,0,9004,0,0,1,4,0,1,2,-271,90,361,46,TRUE,0,0,0,63
Junior,Stanislas,36,0,0,0,6,0,1,23,16.7,0,0,36,0,0,152,1,4,0,4.1,8175,6.8,1,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,82,0,0,12,0,0,0,0,2,0,16,0,4647,0,0,0,4,0,17,2,-251,99,350,60,TRUE,0,0,0,29
Dan,Gosling,37,0,0,0,0,0,0,0,0,0,0,37,0,0,152,0,0,0,0,8176,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,4545,0,0,0,4,0,0,0,-233,17,250,48,TRUE,0,0,0,0
Jordon,Ibe,38,0,0,0,0,0,0,0,0,0,0,38,0,0,152,0,0,0,0,8177,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,13018,0,0,0,4,0,0,0,-175,71,246,50,TRUE,0,0,0,0
Lewis,Cook,39,0,0,0,0,0,0,0,0,0,0,39,0,0,152,0,0,0,0,8178,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,10838,0,0,0,4,0,0,0,-1522,77,1599,48,TRUE,0,0,0,0
Ryan,Fraser,40,0,0,0,10,0,0,25,8.8,0,0,40,0,0,152,0,4,0,1.5,8179,5.8,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,1,1,12,0,0,0,0,4,0,16,0,1662098,1,1,0,4,0,0,2,99423,126977,27554,63,TRUE,0,0,0,32
Emerson,Hyndman,41,0,0,0,0,0,0,0,0,0,0,41,0,0,152,0,0,0,0,8180,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,2432,0,0,0,4,0,0,0,-23,3,26,45,TRUE,0,0,0,0
David,Brooks,42,0,0,0,8,0,1,15,1.8,0,0,42,0,0,152,0,2,0,2.9,8181,8,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,64,0,0,12,0,0,0,0,2,0,16,0,182498,2,2,0,4,0,19,2,-12833,6713,19546,52,TRUE,0,0,0,18
Callum,Wilson,43,0,0,0,0,0,0,0,0,0,0,43,0,0,152,0,0,0,0,8182,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,2403986,0,0,0,4,0,0,0,163639,207304,43665,70,TRUE,0,0,0,0
Lys,Mousset,44,0,0,0,0,0,0,4,1.5,0,0,44,0,0,152,0,2,0,0.2,8183,0.2,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,25,1,0,12,0,0,0,0,1,0,16,0,12255,2,0,0,4,0,0,1,-188,105,293,49,TRUE,0,0,0,6
Joshua,King,45,0,0,0,4,0,0,15,2.4,1,0,45,0,0,152,1,4,0,1.9,8184,4.4,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,90,0,0,12,0,0,0,0,6,0,16,0,153190,3,0,1,4,0,12,2,-4909,8063,12972,63,TRUE,0,0,0,19
Jermain,Defoe,46,0,0,0,0,0,0,0,0,0,0,46,0,0,152,0,0,0,0,8185,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,25762,0,0,0,4,0,0,0,-337,151,488,56,TRUE,0,0,0,0
Mathew,Ryan,47,0,0,0,16,0,3,19,0,0,0,47,0,0,153,0,1,0,2.5,8186,24.8,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,4,0,0,0,0,11,0,16,3,345912,0,0,0,0,1,0,3,-8013,2165,10178,46,FALSE,0,0,0,40
Lewis,Dunk,48,0,0,0,13,0,6,71,1.4,0,0,48,0,0,153,1,1,0,3.4,8187,15.2,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,4,0,0,0,0,7,0,16,0,301263,0,1,3,0,1,17,2,21981,31985,10004,45,FALSE,0,0,0,82
Shane,Duffy,49,0,0,0,0,0,0,0,0,0,0,49,0,0,153,0,0,0,0,8188,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,337091,0,0,0,0,1,0,0,-130795,1340,132135,47,FALSE,0,0,0,0
Bruno,Saltor Grau,50,0,0,0,13,0,3,52,2.8,0,0,50,0,0,153,0,1,0,1.6,8189,13.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,1,0,4,0,0,0,0,9,0,16,0,37686,0,0,0,0,1,0,2,-2678,250,2928,44,FALSE,0,0,0,61
Gaëtan,Bong,51,0,0,0,0,0,0,0,0,0,0,51,0,0,153,0,0,0,0,8190,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,10183,0,0,0,0,1,0,0,-387,109,496,45,FALSE,0,0,0,0
Markus,Suttner,52,0,0,0,0,0,0,0,0,0,0,52,0,0,153,0,0,0,0,8191,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,297457,0,0,0,0,1,0,0,-500,4905,5405,38,FALSE,0,0,0,0
Ezequiel,Schelotto,53,0,0,0,0,0,0,0,0,0,0,53,0,0,153,0,0,0,0,8192,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,98284,0,0,0,0,1,0,0,1301,3078,1777,38,FALSE,0,0,0,0
Leon,Balogun,54,0,0,0,14,0,9,45,0,0,0,54,0,0,153,0,1,0,3,8193,26,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,4,0,0,0,0,3,0,16,0,8039,1,1,0,0,1,4,2,2193,2473,280,42,FALSE,0,0,0,62
Anthony,Knockaert,55,0,0,0,6,0,2,21,27.2,0,0,55,0,0,153,1,1,0,5,8194,9.4,2,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,62,0,1,4,0,0,0,0,2,0,16,0,51240,2,0,1,0,1,13,2,-4669,540,5209,55,FALSE,0,0,0,26
Dale,Stephens,56,0,0,0,3,0,0,12,0,0,0,56,0,0,153,0,0,0,0.1,8195,1.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,11,0,0,4,0,0,0,0,2,0,16,0,225320,0,0,0,0,1,0,1,-5915,330,6245,44,FALSE,0,0,0,14
Beram,Kayal,57,0,0,0,0,0,0,0,0,0,0,57,0,0,153,0,0,0,0,8196,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,57278,0,0,0,0,1,0,0,-5251,714,5965,44,FALSE,0,0,0,0
Solomon,March,58,1,0,0,17,0,1,18,83.8,4,0,58,0,0,153,1,1,0,10.1,8197,12.8,5,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,3,4,0,0,0,0,4,0,16,0,90074,2,0,2,0,1,4,2,15776,22832,7056,51,FALSE,0,0,0,28
Pascal,Groß,59,0,0,0,11,0,2,29,21.8,0,0,59,0,0,153,1,1,0,3.6,8198,10,2,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,78,0,0,4,0,0,0,0,0,0,16,0,95017,0,0,1,0,1,4,2,-824,574,1398,67,FALSE,0,0,0,36
Davy,Pröpper,60,0,0,0,17,0,4,44,3.4,1,0,60,0,0,153,1,1,0,1.8,8199,13.8,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,4,0,0,0,0,7,0,16,0,4754,0,2,1,0,1,1,2,24,110,86,48,FALSE,0,0,0,55
José Heriberto,Izquierdo Mena,61,0,0,0,0,0,0,0,0,0,0,61,0,0,153,0,0,0,0,8200,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,6263,0,0,0,0,1,0,0,-495,32,527,59,FALSE,0,0,0,0
Glenn,Murray,62,1,1,0,2,0,0,3,10.4,0,0,62,0,0,153,2,0,0,3.1,8201,3.4,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,27,0,0,4,0,0,0,0,1,0,16,0,292575,0,0,0,0,1,17,1,-58500,10636,69136,67,FALSE,0,0,0,4
Tomer,Hemed,63,0,0,0,0,0,0,0,0,0,0,63,0,0,153,0,0,0,0,8202,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,4484,0,0,0,0,1,0,0,-53,4,57,49,FALSE,0,0,0,0
Sam,Baldock,64,0,0,0,0,0,0,0,0,0,0,64,0,0,153,0,0,0,0,8203,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,19911,0,0,0,0,1,0,0,-102,13,115,45,FALSE,0,0,0,0
Jürgen,Locadia,65,0,1,0,-3,0,1,7,12,0,0,65,0,0,153,1,0,0,2,8204,0,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,27,0,0,4,0,0,0,0,0,0,16,0,5896,1,0,2,0,1,10,1,-82,48,130,53,FALSE,0,0,0,9
Florin,Andone,66,0,0,0,2,0,0,6,0.8,0,0,66,0,0,153,2,1,0,0,8205,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,62,0,0,4,0,0,0,0,1,0,16,0,19787,2,0,0,0,1,0,2,10789,12099,1310,50,FALSE,0,0,0,9
Tom,Heaton,67,0,0,0,0,0,0,0,0,0,0,67,0,0,153,0,0,0,0,8206,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,6138,0,0,0,0,1,0,0,-51,29,80,48,TRUE,0,0,0,0
Nick,Pope,68,0,0,0,0,0,0,0,0,0,0,68,0,0,153,0,0,0,0,8207,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,10750,0,0,0,0,1,0,0,-82,20,102,49,TRUE,0,0,0,0
Matthew,Lowton,69,0,0,0,0,0,0,0,0,0,0,69,0,0,153,0,0,0,0,8208,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,18727,0,0,0,0,1,0,0,-438,196,634,47,TRUE,0,0,0,0
Ben,Mee,70,0,0,2,25,1,6,32,0.4,1,0,70,0,0,153,0,0,0,2,8209,17.8,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,3,0,0,0,0,8,0,16,0,124908,1,0,0,0,1,2,8,-1280,2834,4114,47,TRUE,0,0,0,42
Stephen,Ward,71,0,0,0,0,0,0,0,0,0,0,71,0,0,153,0,0,0,0,8210,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,34118,0,0,0,0,1,0,0,-960,7,967,47,TRUE,0,0,0,0
James,Tarkowski,72,0,1,3,27,1,5,19,0.2,0,0,72,0,0,153,1,0,1,13.3,8211,44.8,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,3,0,0,0,0,2,0,16,0,241479,0,0,1,0,1,88,14,-3589,1664,5253,47,TRUE,1,1,0,28
Kevin,Long,73,0,0,0,0,0,0,0,0,0,0,73,0,0,153,0,0,0,0,8212,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,22913,0,0,0,0,1,0,0,-144,536,680,42,TRUE,0,0,0,0
Charlie,Taylor,74,0,0,0,22,1,3,14,14.6,0,0,74,0,0,153,0,0,0,2.8,8213,13.2,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,1,3,0,0,0,0,4,0,16,0,17008,0,0,0,0,1,0,6,272,863,591,44,TRUE,0,0,0,25
Phil,Bardsley,75,0,0,0,15,1,4,22,1.7,0,0,75,0,0,153,2,0,0,0.8,8214,6,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,3,0,0,0,0,2,0,16,0,6326,0,0,0,0,1,0,5,40,140,100,42,TRUE,0,1,0,29
Johann Berg,Gudmundsson,76,1,0,0,15,1,3,16,40.3,0,0,76,0,0,153,3,0,0,5.5,8215,12.2,3,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,71,0,2,3,0,0,0,0,5,0,16,0,167243,2,2,0,0,1,2,3,5106,16149,11043,59,TRUE,0,0,0,21
Steven,Defour,77,0,0,0,0,0,0,0,0,0,0,77,0,0,153,0,0,0,0,8216,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,1361,0,0,0,0,1,0,0,-75,5,80,54,TRUE,0,0,0,0
Jeff,Hendrick,78,0,0,0,3,0,0,0,0,0,0,78,0,0,153,0,0,0,0,8217,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,5,0,0,3,0,0,0,0,0,0,16,0,8418,0,0,0,0,1,0,1,-134,30,164,53,TRUE,0,0,0,0
Robbie,Brady,79,0,0,0,8,1,1,12,11.5,1,0,79,0,0,153,0,0,0,4.2,8218,7.8,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,3,0,0,0,0,4,0,16,0,1361,2,1,1,0,1,23,3,49,105,56,54,TRUE,0,0,0,22
Ashley,Westwood,80,0,0,0,15,1,3,37,29.5,0,0,80,0,1,153,1,0,0,5.7,8219,19.6,2,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,1,3,0,0,0,0,3,0,16,0,95694,0,1,0,0,1,8,3,-3422,1097,4519,45,TRUE,0,0,0,44
Jonathan,Walters,81,0,0,0,0,0,0,0,0,0,0,81,0,0,153,0,0,0,0,8220,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,1748,0,0,0,0,1,0,0,-12,17,29,48,TRUE,0,0,0,0
Jack,Cork,82,0,0,0,16,1,2,15,10.8,0,0,82,0,0,153,0,0,0,5.3,8221,19.8,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,3,0,0,0,0,3,0,16,0,26583,1,0,1,0,1,22,6,2617,3362,745,46,TRUE,0,0,1,27
Aaron,Lennon,83,0,0,0,2,0,0,3,0.3,0,0,83,0,0,153,1,0,0,0,8222,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,18,0,0,3,0,0,0,0,1,0,16,0,48485,0,0,0,0,1,0,1,-3125,585,3710,50,TRUE,0,0,0,4
Sam,Vokes,84,0,0,0,0,0,0,0,0,0,0,84,0,0,153,0,0,0,0,8223,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,103245,0,0,0,0,1,0,0,-1085,10209,11294,53,TRUE,0,0,0,0
Ashley,Barnes,85,0,0,0,3,1,1,9,12.3,0,0,85,0,0,153,1,0,0,5.7,8224,4.8,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,84,1,0,3,0,0,0,0,3,0,16,0,21403,3,0,0,0,1,40,2,691,1389,698,56,TRUE,0,0,0,16
Nahki,Wells,86,0,0,0,0,0,0,0,0,0,0,86,0,0,153,0,0,0,0,8225,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,58537,0,0,0,0,1,0,0,-839,16,855,45,TRUE,0,0,0,0
Chris,Wood,87,0,0,0,-1,1,1,9,0.9,0,0,87,0,0,153,2,0,0,5.4,8226,2.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,1,0,3,0,0,0,0,2,0,16,0,14718,3,0,1,0,1,51,2,140,653,513,62,TRUE,0,0,0,21
Neil,Etheridge,88,0,0,2,24,1,0,7,0,0,0,88,0,0,154,0,0,0,1,8227,10.2,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,16,0,0,0,0,13,0,16,1,330218,0,0,0,0,1,0,8,-4644,1633,6277,45,TRUE,0,0,0,31
Alex,Smithies,89,0,0,0,0,0,0,0,0,0,0,89,0,0,154,0,0,0,0,8228,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,16,0,0,0,0,0,0,16,0,5597,0,0,0,0,1,0,0,-59,54,113,43,TRUE,0,0,0,0
Sean,Morrison,90,0,1,0,17,1,11,13,10.3,1,0,90,0,0,154,1,0,0,5.3,8229,13.4,1,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,90,0,0,16,0,0,0,0,2,0,16,0,27704,0,1,3,0,1,29,5,4940,5790,850,47,TRUE,0,1,0,27
