name,lname,ID,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,assists,attempted_passes
Leander,Dendoncker,519,0,0,0,0,0,0,0,0,0,0,519,0,0,159,0,0,0,0,8658,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,15,0,0,0,0,0,0,16,0,22241,0,0,0,2,1,0,0,-390,589,979,43,FALSE,0,0,0,0
Lee,Grant,520,0,0,0,0,0,0,0,0,0,0,520,0,0,158,0,0,0,0,8659,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,9,0,0,0,0,0,0,16,0,1124,0,0,0,1,4,0,0,-4,22,26,49,TRUE,0,0,0,0
Ibrahima,Cissé,521,0,0,0,3,0,0,8,0.3,1,0,521,0,0,158,1,1,0,0.1,8660,0.4,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,17,0,0,14,0,0,0,0,1,0,16,0,4616,0,0,0,1,4,0,1,-71,49,120,44,FALSE,0,0,0,9
Jon Gorenc,Stankovic,522,0,0,0,0,0,0,0,0,0,0,522,0,0,151,0,0,0,0,8661,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,1,0,0,0,0,0,0,16,0,221568,0,0,0,0,1,0,0,183,7841,7658,39,FALSE,0,0,0,0
Luke,Amos,523,0,0,0,0,0,0,0,0,0,0,523,0,0,157,0,0,0,0,8662,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,6888,0,0,0,2,0,0,0,137,717,580,43,FALSE,0,0,0,0
Isaac,Success Ajayi,524,0,0,0,5,0,2,7,10.7,2,0,524,0,0,156,2,1,0,2.8,8663,5.4,1,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,73,1,0,8,0,0,0,0,1,0,16,0,220069,2,0,0,2,2,12,2,-6187,12359,18546,46,FALSE,0,0,0,12
Kortney,Hause,525,0,0,0,0,0,0,0,0,0,0,525,0,0,159,0,0,0,0,8664,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,15,0,0,0,0,0,0,16,0,17588,0,0,0,2,1,0,0,-76,420,496,40,FALSE,0,0,0,0
Kurt,Zouma,526,0,0,0,0,0,0,0,0,0,0,526,0,0,156,0,0,0,0,8665,0,0,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,0,0,0,18,0,0,0,0,0,0,16,0,14780,0,0,0,2,2,0,0,208,656,448,50,TRUE,0,0,0,0
Nampalys,Mendy,527,0,0,0,9,0,2,28,3.1,1,0,527,0,0,157,1,2,0,0.6,8666,2.4,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,78,0,0,17,0,0,0,0,2,0,16,0,76706,1,0,0,2,0,0,1,2396,6107,3711,45,TRUE,0,1,0,31
Kieran,Dowell,528,0,0,0,0,0,0,0,0,0,0,528,0,0,156,0,0,0,0,8667,0,0,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,0,0,0,18,0,0,0,0,0,0,16,0,426,0,0,0,2,2,0,0,-4,21,25,45,TRUE,0,0,0,0
Arijanet,Muric,529,0,0,0,0,0,0,0,0,0,0,529,0,0,155,0,0,0,0,8668,0,0,2018-12-08T17:30:00Z,12/8/2019 17:30,0,0,0,0,0,6,0,0,0,0,0,0,16,0,1245,0,0,0,0,2,0,0,0,21,21,45,FALSE,0,0,0,0
Jamie,Sterry,530,0,0,0,0,0,0,0,0,0,0,530,0,0,159,0,0,0,0,8669,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,20,0,0,0,0,0,0,16,0,4272,0,0,0,2,1,0,0,11,140,129,40,TRUE,0,0,0,0
Sean,Longstaff,531,0,0,0,0,0,0,0,0,0,0,531,0,0,159,0,0,0,0,8670,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,20,0,0,0,0,0,0,16,0,441,0,0,0,2,1,0,0,0,17,17,45,TRUE,0,0,0,0
Tyias,Browning,532,0,0,0,0,0,0,0,0,0,0,532,0,0,156,0,0,0,0,8671,0,0,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,0,0,0,18,0,0,0,0,0,0,16,0,4645,0,0,0,2,2,0,0,12,155,143,40,TRUE,0,0,0,0
Ryan,Schofield,533,0,0,0,0,0,0,0,0,0,0,533,0,0,151,0,0,0,0,8672,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,1,0,0,0,0,0,0,16,0,8624,0,0,0,0,1,0,0,170,341,171,40,FALSE,0,0,0,0
Dwight,McNeil,534,0,0,0,0,0,0,0,0,0,0,534,0,0,153,0,0,0,0,8673,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,16,0,435,0,0,0,0,1,0,0,-7,21,28,44,TRUE,0,0,0,0
Kadeem,Harris,535,0,0,0,2,0,0,2,0.5,0,0,535,0,0,154,0,0,0,0.5,8674,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,5,0,0,16,0,0,0,0,0,0,16,0,1523,1,0,0,0,1,4,1,-80,76,156,45,TRUE,0,0,0,2
Paulo,Gazzaniga,536,0,0,0,0,0,0,0,0,0,0,536,0,0,157,0,0,0,0,8675,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,2310,0,0,0,2,0,0,0,-74,24,98,45,FALSE,0,0,0,0
Brian,Murphy,537,0,0,0,0,0,0,0,0,0,0,537,0,0,154,0,0,0,0,8676,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,16,0,0,0,0,0,0,16,0,12830,0,0,0,0,1,0,0,133,404,271,40,TRUE,0,0,0,0
Alfie,Whiteman,538,0,0,0,0,0,0,0,0,0,0,538,0,0,157,0,0,0,0,8677,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,9246,0,0,0,2,0,0,0,128,404,276,40,FALSE,0,0,0,0
Grady,Diangana,539,0,0,0,5,0,0,1,0.3,0,0,539,0,0,160,0,1,0,3.8,8678,5,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,15,0,0,7,0,0,0,0,1,0,16,0,13846,0,1,0,2,3,33,1,-1825,229,2054,45,TRUE,0,0,0,3
Oliver,Skipp,540,0,0,0,0,0,0,0,0,0,0,540,0,0,157,0,0,0,0,8679,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,328,0,0,0,2,0,0,0,-1,19,20,45,FALSE,0,0,0,0
Zeze Steven,Sessegnon,541,0,0,0,0,0,0,0,0,0,0,541,0,0,158,0,0,0,0,8680,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,14,0,0,0,0,0,0,16,0,3906,0,0,0,1,4,0,0,20,289,269,40,FALSE,0,0,0,0
Emiliano,Martínez,542,0,0,0,0,0,0,0,0,0,0,542,0,0,151,0,0,0,0,8681,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,16560,0,0,0,0,1,0,0,-55,903,958,40,TRUE,0,0,0,0
Divock,Origi,543,0,0,0,0,0,0,0,0,0,0,543,0,0,152,0,0,0,0,8682,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,2,0,0,0,0,0,0,16,0,3834,0,0,0,4,0,0,0,1381,1925,544,50,FALSE,0,0,0,0
Ben,Wilmot,544,0,0,0,0,0,0,0,0,0,0,544,0,0,156,0,0,0,0,8683,0,0,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,0,0,0,8,0,0,0,0,0,0,16,0,7581,0,0,0,2,2,0,0,-230,255,485,40,FALSE,0,0,0,0
Emile,Smith-Rowe,545,0,0,0,0,0,0,0,0,0,0,545,0,0,151,0,0,0,0,8684,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,284,0,0,0,0,1,0,0,15,39,24,45,TRUE,0,0,0,0
Zech,Medley,546,0,0,0,0,0,0,0,0,0,0,546,0,0,151,0,0,0,0,8685,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,2792,0,0,0,0,1,0,0,33,228,195,40,TRUE,0,0,0,0
Joe,Powell,547,0,0,0,0,0,0,0,0,0,0,547,0,0,160,0,0,0,0,8686,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,16,0,218,0,0,0,2,3,0,0,9,25,16,45,TRUE,0,0,0,0
Conor,Coventry,548,0,0,0,0,0,0,0,0,0,0,548,0,0,160,0,0,0,0,8687,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,16,0,202,0,0,0,2,3,0,0,6,25,19,45,TRUE,0,0,0,0
Juan,Foyth,549,0,0,0,0,0,0,0,0,0,0,549,0,0,157,0,0,0,0,8688,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,11,0,0,0,0,0,0,16,0,41542,0,0,0,2,0,0,0,-1503,8773,10276,50,FALSE,0,0,0,0
Michael,Obafemi,550,0,0,0,0,0,0,0,0,0,0,550,0,0,154,0,0,0,0,8689,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,5,0,0,0,0,0,0,16,0,958,0,0,0,0,1,0,0,-181,94,275,50,FALSE,0,0,0,0
Viktor,Gyokeres,551,0,0,0,0,0,0,0,0,0,0,551,0,0,153,0,0,0,0,8690,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,1223,0,0,0,0,1,0,0,138,382,244,45,FALSE,0,0,0,0
Edward,Nketiah,552,0,0,0,0,0,0,0,0,0,0,552,0,0,151,0,0,0,0,8691,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,495,0,0,0,0,1,0,0,5,106,101,50,TRUE,0,0,0,0
Frederick,Woodman,553,0,0,0,0,0,0,0,0,0,0,553,0,0,159,0,0,0,0,8692,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,20,0,0,0,0,0,0,16,0,5035,0,0,0,2,1,0,0,1133,1464,331,40,TRUE,0,0,0,0
Adalberto,Peñaranda,554,0,0,0,0,0,0,0,0,0,0,554,0,0,156,0,0,0,0,8693,0,0,2018-12-10T20:00:00Z,12/10/2019 20:00,0,0,0,0,0,8,0,0,0,0,0,0,16,0,69,0,0,0,2,2,0,0,15,31,16,50,FALSE,0,0,0,0
Ryan John,Giles,555,0,0,0,0,0,0,0,0,0,0,555,0,0,159,0,0,0,0,8694,0,0,2018-12-09T16:00:00Z,12/9/2019 16:00,0,0,0,0,0,15,0,0,0,0,0,0,16,0,162,0,0,0,2,1,0,0,39,67,28,45,FALSE,0,0,0,0
Yan,Valery,556,0,0,0,-3,0,1,6,0.9,0,0,556,0,0,154,3,0,0,0.1,8695,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,45,0,0,5,0,0,0,0,2,0,16,0,3617,0,0,0,0,1,4,0,1036,1451,415,40,FALSE,0,1,0,10
Rafael,Camacho,557,0,0,0,0,0,0,0,0,0,0,557,0,0,152,0,0,0,0,8696,0,0,2018-12-08T12:30:00Z,12/8/2019 12:30,0,0,0,0,0,2,0,0,0,0,0,0,16,0,16,0,0,0,4,0,0,0,13,19,6,50,FALSE,0,0,0,0
Josh,Knight,558,0,0,0,0,0,0,0,0,0,0,558,0,0,157,0,0,0,0,8697,0,0,2018-12-08T19:45:00Z,12/8/2019 19:45,0,0,0,0,0,17,0,0,0,0,0,0,16,0,147,0,0,0,2,0,0,0,91,103,12,40,TRUE,0,0,0,0
Ben,White,559,0,0,0,0,0,0,0,0,0,0,559,0,0,153,0,0,0,0,8698,0,0,2018-12-08T15:00:00Z,12/8/2019 15:00,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,40,FALSE,0,0,0,0
