name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,points_per_game,winning_goals,yellow_cards,first_name,second_name,t_goals_scored,t_assists,t_minutes,t_goals_conceded,t_creativity,t_influence,threat_t,bonus_t,bps_t,ict_index_t,clean_sheets_t,red_cards_t,yellow_cards_t,selected_by_percent,gw16_pts,dream_team
Loris_Karius_238,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5521,0,0,0,3,1,0,0,-27,5,32,49,FALSE,0,0,0,Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Dejan_Lovren_239,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,116599,0,0,0,3,1,0,0,-5296,940,6236,49,FALSE,6.5,0,0,Dejan,Lovren,0,0,360,1,11.1,97.4,10,6,103,11.9,3,0,0,1.9,0,0
Alberto_Moreno_240,0,45,0,0,0,11,0,0,38,2.7,0,0,240,0,0,143,0,1,0,0.6,3.4,0,0,0,64,0,0,4,0,0,0,0,2,0,0,16515,1,1,0,3,1,0,2,291,559,268,42,FALSE,2,0,0,Alberto,Moreno,0,0,154,2,42,20,5,0,24,6.7,0,0,0,0.3,0,0
Nathaniel_Clyne_241,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14302,0,0,0,3,1,0,0,-103,43,146,46,FALSE,0,0,0,Nathaniel,Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Joseph_Gomez_242,0,13,0,0,0,2,0,1,11,0.7,0,0,242,0,0,143,0,0,0,0.1,0.4,0,0,0,22,0,0,4,0,0,0,0,0,0,0,229628,1,0,0,3,1,0,1,3139,9338,6199,51,FALSE,4,0,0,Joseph,Gomez,0,0,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,3.8,0,0
Ragnar_Klavan_244,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2683,0,0,0,3,1,0,0,-17,3,20,44,FALSE,0,0,0,Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent_Alexander-Arnold_245,0,45,0,0,0,9,0,1,33,3.4,1,0,245,0,0,143,0,1,0,3.2,10,0,0,0,67,0,0,4,0,0,0,0,4,0,0,1667812,1,0,0,3,1,19,2,190779,197597,6818,53,FALSE,5.6,0,0,Trent,Alexander-Arnold,0.066666667,2,1142,5,252.4,254.2,141,6,284,64.6,8,0,3,28.7,0,0
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2137,0,0,0,3,1,0,0,-8,18,26,64,FALSE,0,0,0,Alex,Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny_Ings_258,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,198028,0,0,0,1,3,0,0,-28443,1880,30323,54,FALSE,4,0,0,Danny,Ings,0.266666667,1,820,14,182.8,232.2,489,6,154,90.4,3,0,1,3.3,0,0
Dominic_Solanke_259,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15154,0,0,0,3,1,0,0,-245,69,314,47,FALSE,0,0,0,Dominic,Solanke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Claudio_Bravo_261,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6993,0,0,0,2,1,0,0,-40,11,51,49,FALSE,0,0,0,Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Vincent_Kompany_263,0,92,0,0,2,34,1,8,83,1.8,0,0,263,0,0,146,0,0,0,3.5,29,0,0,0,82,1,0,18,0,0,0,0,9,0,0,74217,0,2,0,2,1,4,8,-1051,248,1299,52,FALSE,2.7,0,0,Vincent,Kompany,0,0,376,2,23.8,109,12,2,98,14.6,2,0,2,1.3,0,0
Nicol·s_Otamendi_264,0,2,0,0,0,4,0,3,1,0,0,0,264,0,0,146,0,1,0,0.4,4,0,0,0,7,0,0,18,0,0,0,0,2,0,0,153869,0,0,0,2,1,0,1,475,1536,1061,61,FALSE,4.5,0,0,Nicol√°s,Otamendi,0,0,457,2,19.6,106.6,46,0,136,17.2,4,0,0,2.6,0,0
Danilo Luiz_da Silva_266,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,20542,0,0,0,2,1,0,0,188,377,189,51,FALSE,2,0,0,Danilo Luiz,da Silva,0,0,90,1,5.7,19.4,33,0,14,5.8,0,0,0,0.3,0,0
Benjamin_Mendy_267,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,504166,0,0,0,2,1,0,0,-54896,171,55067,62,FALSE,6.3,0,0,Benjamin,Mendy,0,6,810,5,213.3,231.2,63,6,250,50.6,4,0,1,8.4,0,0
Kevin_De Bruyne_273,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,191284,0,0,0,2,1,0,0,-1205,179,1384,97,FALSE,0.7,0,0,Kevin,De Bruyne,0,0,81,0,31.6,9.6,15,0,8,5.6,0,0,1,3.2,0,0
Brahim_Diaz_278,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2685,0,0,0,2,1,0,0,-17,35,52,47,FALSE,0,0,0,Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr_Zinchenko_279,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1893,0,0,0,2,1,0,0,-17,31,48,48,FALSE,2,0,0,Oleksandr,Zinchenko,0,0,143,1,58.8,34.2,30,0,36,12.3,1,0,0,0,0,0
Sergio_Ag¸ero_280,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2196077,0,0,0,2,1,0,0,-949162,6417,955579,114,FALSE,6.3,0,0,Sergio,Ag√ºero,0.533333333,6,955,5,279.9,390.4,749,9,316,141.8,7,0,2,35.1,0,0
Sergio_Romero_283,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3427,0,0,0,2,2,0,0,-22,15,37,50,TRUE,0,0,0,Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Luke_Shaw_286,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,325470,0,0,0,2,2,0,0,-26512,1067,27579,50,TRUE,2.6,0,0,Luke,Shaw,0.066666667,2,1061,22,197.2,256.6,134,3,180,58.9,1,0,5,5.4,0,0
Antonio_Valencia_288,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39738,0,0,0,2,2,0,0,-350,473,823,64,TRUE,2.5,0,0,Antonio,Valencia,0,0,360,5,96.1,52,3,1,69,15.1,1,0,2,0.7,0,0
Matteo_Darmian_289,0,27,0,0,0,8,0,5,22,13.2,1,0,289,0,0,145,0,2,0,2.6,12.8,1,0,0,90,1,0,1,0,0,0,0,3,0,0,11237,2,0,0,2,2,0,1,-379,28,407,46,TRUE,3.7,0,0,Matteo,Darmian,0,0,270,3,33.5,54,7,2,56,9.5,1,0,0,0.2,0,0
Daley_Blind_290,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,567,0,0,0,2,2,0,0,3,5,2,50,TRUE,0,0,0,Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric_Bailly_291,0,47,0,0,0,15,0,7,39,0.8,1,0,291,0,1,145,0,2,0,1.6,12.8,0,0,0,90,0,0,1,0,0,0,0,7,0,0,85922,2,1,0,2,2,2,1,-1235,40,1275,51,TRUE,1,0,0,Eric,Bailly,0,0,290,8,1.5,48.4,6,0,46,5.7,0,0,0,1.4,0,0
Victor_Lindelˆf_292,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49957,0,0,0,2,2,0,0,-7111,91,7202,48,TRUE,2.1,0,0,Victor,Lindel√∂f,0,0,988,16,6,189.2,9,1,178,20.5,2,0,0,0.8,0,0
Alexis_S·nchez_295,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77013,0,0,0,2,2,0,0,-2190,36,2226,100,TRUE,2.9,0,0,Alexis,S√°nchez,0.066666667,3,474,7,195.8,140.8,223,1,102,56,1,0,2,1.3,0,0
Marouane_Fellaini_298,0,8,0,0,0,0,0,0,6,0.3,0,0,298,0,0,145,2,0,0,1.7,0,0,0,0,18,1,0,1,0,0,0,0,2,0,0,39290,0,0,0,2,2,18,1,876,2427,1551,49,TRUE,2,0,0,Marouane,Fellaini,0,2,698,12,64.4,152.4,137,0,113,35.2,1,0,1,0.7,0,0
Anthony_Martial_301,0,19,0,0,0,21,0,1,16,2.1,0,0,301,0,0,145,1,1,1,8.1,36.8,0,0,0,62,0,0,1,0,0,0,0,0,0,0,723350,2,0,0,2,2,42,7,-172316,17021,189337,76,TRUE,5.8,0,0,Anthony,Martial,0.466666667,1,783,14,220.9,310.6,358,11,210,88.9,1,0,1,12.3,0,0
Paul_Pogba_302,0,10,0,0,0,6,0,2,7,4.3,1,0,302,0,0,145,0,0,0,1,5.2,0,0,0,15,0,1,1,0,0,0,0,0,0,0,620856,0,0,0,2,2,0,1,-32382,3623,36005,79,TRUE,3.6,0,0,Paul,Pogba,0.2,3,1134,18,275.1,364.6,477,3,179,112,3,0,2,10.4,0,0
Robert_Elliot_307,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11401,0,0,0,1,1,0,0,-118,41,159,43,FALSE,0,0,0,Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Karl_Darlow_308,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4127,0,0,0,1,1,0,0,-27,12,39,44,FALSE,0,0,0,Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Ciaran_Clark_311,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13683,0,0,0,1,1,0,0,-492,192,684,45,FALSE,3.5,0,0,Ciaran,Clark,0.133333333,0,587,11,23.3,198.8,66,3,127,29,1,0,0,0.2,0,0
Paul_Dummett_313,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9620,0,0,0,1,1,0,0,-842,9,851,44,FALSE,3.2,0,0,Paul,Dummett,0,0,900,10,66.7,185.2,13,0,165,26.5,4,0,0,0.2,0,0
Florian_Lejeune_314,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,790,0,0,0,1,1,0,0,-8,5,13,44,FALSE,0,0,0,Florian,Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chancel_Mbemba_316,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6836,0,0,0,1,1,0,0,-74,12,86,40,FALSE,0,0,0,Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Jonjo_Shelvey_318,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27458,0,0,0,1,1,0,0,-395,155,550,53,FALSE,2.4,0,0,Jonjo,Shelvey,0,1,700,9,257.2,154.2,105,0,110,51.7,3,0,0,0.5,0,0
Jacob_Murphy_321,1,3,1,0,0,17,0,2,2,14.1,0,0,321,0,0,149,1,1,0,3.9,25.2,1,0,0,63,1,1,8,0,0,0,0,4,0,0,2549,3,0,0,1,1,0,5,-44,39,83,48,FALSE,2,0,0,Jacob,Murphy,0,1,279,7,29.8,50.2,22,0,42,10.2,1,0,0,0,0,0
Mikel_Merino_322,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,72,0,0,0,1,1,0,0,-1,0,1,50,FALSE,0,0,0,Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac_Hayden_323,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8176,0,0,0,1,1,0,0,13,258,245,43,FALSE,0.5,0,0,Isaac,Hayden,0,0,127,2,12.1,25.8,0,0,17,3.8,0,1,0,0.1,0,0
Dwight_Gayle_325,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3313,0,0,0,1,1,0,0,-23,4,27,60,FALSE,0,0,0,Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Fraser_Forster_329,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,41249,0,0,0,1,3,0,0,-419,169,588,43,FALSE,0,0,0,Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
Ryan_Bertrand_330,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,179420,0,0,0,1,3,0,0,-12353,48,12401,48,FALSE,2.8,0,0,Ryan,Bertrand,0.066666667,0,1080,21,251,207,85,1,171,54.2,4,0,5,3,0,0
Maya_Yoshida_331,0,50,0,0,0,11,0,5,40,10.6,0,0,331,1,0,150,0,3,0,2.1,6.6,1,0,0,90,0,0,17,0,0,0,0,8,0,0,38617,0,0,1,1,3,4,1,2960,4247,1287,41,FALSE,1.2,0,0,Maya,Yoshida,0,0,450,12,33.2,83.4,46,0,65,16.2,0,0,0,0.7,0,0
CÈdric_Soares_332,0,50,0,0,0,17,0,3,41,23.2,2,0,332,0,0,150,0,3,0,4.3,13.2,1,0,0,90,0,2,17,0,0,0,0,4,0,0,267762,0,1,2,1,3,7,1,2811,7219,4408,44,FALSE,2.9,0,0,C√©dric,Soares,0.066666667,2,1315,29,207.8,279.4,103,7,236,59.1,3,0,4,4.6,0,0
Sam_McQueen_334,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,35341,0,0,0,1,3,0,0,-546,9,555,40,FALSE,0,0,0,Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
Wesley_Hoedt_336,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,16421,0,0,0,1,3,0,0,-573,113,686,43,FALSE,2.2,0,0,Wesley,Hoedt,0,0,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.3,0,0
Steven_Davis_337,1,63,1,0,2,33,0,6,60,41.3,0,0,337,0,0,150,2,3,0,8.1,37.6,3,0,0,90,0,1,17,0,0,0,0,7,0,0,3659,0,1,0,1,3,2,7,-48,38,86,46,FALSE,3,0,0,Steven,Davis,0,1,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0.1,0,0
Sofiane_Boufal_341,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,261,0,0,0,1,3,0,0,0,0,0,55,FALSE,0,0,0,Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua_Sims_342,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2138,0,0,0,1,3,0,0,-28,0,28,45,FALSE,0,0,0,Joshua,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed_Elyounoussi_346,0,5,0,0,0,4,0,0,4,0.5,0,0,346,0,0,150,0,0,0,0.8,0.2,0,0,0,9,0,0,17,0,0,0,0,1,0,0,8260,0,1,1,1,3,7,1,-169,29,198,61,FALSE,2,0,0,Mohamed,Elyounoussi,0,0,544,3,202.6,76.4,167,0,64,44.6,4,0,0,0.1,0,0
Shane_Long_347,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,60899,0,0,0,1,3,0,0,-2645,267,2912,48,FALSE,1.6,0,0,Shane,Long,0,0,457,12,69.8,45.6,155,0,29,27.2,1,0,0,1,0,0
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,289,0,0,0,1,3,0,0,-1,3,4,55,FALSE,0,0,0,Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel_Vorm_352,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5400,0,0,0,1,3,0,0,-58,17,75,48,TRUE,2.5,0,0,Michel,Vorm,0,0,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,0,0
Danny_Rose_354,0,64,0,0,0,12,0,1,49,2.6,3,0,354,0,1,150,2,1,0,1.3,8.4,0,0,0,90,0,0,16,0,0,0,0,8,0,0,47739,2,2,0,1,3,2,2,1487,1889,402,58,TRUE,3.9,0,0,Danny,Rose,0,2,537,4,86,92.2,46,2,115,22.3,3,0,2,0.8,0,0
Kieran_Trippier_357,0,61,0,0,0,25,1,6,46,30.2,0,0,357,0,0,150,0,0,0,6,27.6,2,0,0,86,2,1,16,0,0,0,0,8,0,0,1167583,1,0,0,1,3,2,6,-111423,8989,120412,61,TRUE,5.4,0,0,Kieran,Trippier,0.066666667,4,994,9,354.8,297.2,55,8,283,70.7,5,0,1,20,0,0
Davinson_S·nchez_359,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,91767,0,0,0,1,3,0,0,-4093,42,4135,58,TRUE,4.4,0,0,Davinson,S√°nchez,0,2,613,5,14.4,162.6,63,4,165,24,3,0,1,1.5,0,0
Mousa_DembÈlÈ_362,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,52027,0,0,0,1,3,0,0,-1018,32,1050,49,TRUE,1.4,0,0,Mousa,Demb√©l√©,0,0,512,6,17.5,51,1,0,74,7.1,1,0,1,0.9,0,0
Erik_Lamela_363,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,46785,0,0,0,1,3,0,0,-22696,486,23182,63,TRUE,4.7,0,0,Erik,Lamela,0.266666667,1,436,5,120.9,185,234,4,124,53.8,2,0,0,0.7,0,0
Victor_Wanyama_366,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2483,0,0,0,1,3,0,0,-8,60,68,49,TRUE,1.5,0,0,Victor,Wanyama,0,0,147,0,7.3,23,21,0,25,5.1,1,0,0,0,0,0
Fernando_Llorente_371,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,13355,0,0,0,1,3,0,0,-54,222,276,56,TRUE,1,0,0,Fernando,Llorente,0,0,13,0,1.9,0,6,0,5,0.6,0,0,0,0.2,0,0
Heurelho_Gomes_373,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17692,0,0,0,2,1,0,0,-119,74,193,43,TRUE,0,0,0,Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Pontus_Dahlberg_374,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3572,0,0,0,2,1,0,0,-36,6,42,44,TRUE,0,0,0,Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Younes_Kaboul_375,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7055,0,0,0,2,1,0,0,-105,26,131,42,TRUE,0,0,0,Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Sebastian_Prˆdl_377,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4336,0,0,0,2,1,0,0,-45,20,65,42,TRUE,1,0,0,Sebastian,Pr√∂dl,0,0,13,0,0,0,0,0,2,0,0,0,0,0.1,0,0
Miguel_Britos_379,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2469,0,0,0,2,1,0,0,-27,12,39,44,TRUE,0,0,0,Miguel,Britos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl_Janmaat_381,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15705,0,0,0,2,1,0,0,-193,43,236,49,TRUE,3.3,0,0,Daryl,Janmaat,0,1,521,6,93.5,125.8,30,4,105,25.1,1,0,2,0.3,0,0
Marvin_Zeegelaar_384,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3369,0,0,0,2,1,0,0,-32,20,52,42,TRUE,0,0,0,Marvin,Zeegelaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Marc_Navarro_385,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3209,0,0,0,2,1,0,0,-42,14,56,43,TRUE,1,0,0,Marc,Navarro,0,0,83,2,5.3,15,2,0,8,2.2,0,0,0,0.1,0,0
Adam_Masina_386,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5512,0,0,0,2,1,0,0,-356,26,382,43,TRUE,4.3,0,0,Adam,Masina,0,1,276,3,43.1,70.8,2,1,76,11.6,2,0,1,0.1,0,0
Nathaniel_Chalobah_387,0,24,0,0,0,9,0,4,15,1.2,0,0,387,0,0,146,0,2,0,1.7,8.6,0,0,0,62,0,0,13,0,0,0,0,3,0,0,7350,0,0,0,2,1,7,2,-120,97,217,45,TRUE,1.2,0,0,Nathaniel,Chalobah,0,0,175,3,14.1,16.4,31,0,19,6.2,0,0,1,0.1,0,0
Tom_Cleverley_388,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,480,0,0,0,2,1,0,0,6,19,13,50,TRUE,0,0,0,Tom,Cleverley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etienne_Capoue_389,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,57900,0,0,0,2,1,0,0,-23281,448,23729,50,TRUE,3.1,0,0,Etienne,Capoue,0.066666667,2,1169,18,69.7,270.6,80,8,202,42.1,3,1,5,0.9,0,0
Will_Hughes_392,0,9,0,0,0,3,0,1,8,0.4,0,0,392,0,0,146,0,2,0,0.1,0.6,0,0,0,51,0,0,13,0,0,0,0,1,0,0,69559,0,0,0,2,1,0,1,-5203,496,5699,50,TRUE,2.5,0,0,Will,Hughes,0.066666667,1,1135,18,179.1,181.4,207,2,122,56.8,4,0,3,1.1,0,0
Andre_Gray_395,0,2,1,0,0,7,0,0,2,20.1,0,0,395,0,0,146,0,0,0,2.9,5,2,0,0,15,0,0,13,0,0,0,0,1,0,0,50925,1,0,0,2,1,4,1,-4025,548,4573,60,TRUE,2.3,0,0,Andre,Gray,0.2,0,714,11,102.3,131.8,299,2,93,52.6,3,0,1,0.9,0,0
Stefano_Okaka_397,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3982,0,0,0,2,1,0,0,-43,123,166,50,TRUE,0,0,0,Stefano,Okaka,0,0,13,0,1.5,0,4,0,-3,0.4,0,0,1,0.1,0,0
Jerome_Sinclair_398,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5419,0,0,0,2,1,0,0,-59,37,96,45,TRUE,0,0,0,Jerome,Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Adri·n_San Miguel del Castillo_399,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20341,0,0,0,1,3,0,0,-73,141,214,43,TRUE,0,0,0,Adri√°n,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Winston_Reid_401,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,974,0,0,0,1,3,0,0,-9,10,19,44,TRUE,0,0,0,Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
