name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,points_per_game,winning_goals,yellow_cards,first_name,second_name,t_goals_scored,t_assists,t_minutes,t_goals_conceded,t_creativity,t_influence,threat_t,bonus_t,bps_t,ict_index_t,clean_sheets_t,red_cards_t,yellow_cards_t,selected_by_percent,gw16_pts,dream_team
Ashley Darel Jazz_Richards_96,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,41176,0,0,0,1,3,0,0,-1051,112,1163,39,FALSE,0.3,0,0,Ashley Darel Jazz,Richards,0,0,97,4,1.5,12.2,0,0,11,1.5,0,0,0,0.7,0,0
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1666,0,0,0,1,3,0,0,-15,12,27,40,FALSE,0,0,0,Greg,Halford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony_Pilkington_103,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4948,0,0,0,1,3,0,0,-103,5,108,44,FALSE,0,0,0,Anthony,Pilkington,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
LoÔc_Damour_104,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3102,0,0,0,1,3,0,0,33,161,128,43,FALSE,1,0,0,Lo√Øc,Damour,0,0,21,2,1,0.6,8,0,6,0.9,0,0,0,0.1,0,0
Danny_Ward_105,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21270,0,0,0,1,3,0,0,-175,787,962,43,FALSE,1.9,0,0,Danny,Ward,0.066666667,0,321,9,56.4,60.2,63,0,54,17.8,0,0,0,0.4,0,0
Kenneth_Zohore_107,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,16335,0,0,0,1,3,0,0,-622,41,663,47,FALSE,1.3,0,0,Kenneth,Zohore,0,0,258,6,57,14.8,105,0,8,17.7,1,0,0,0.3,0,0
Omar_Bogle_108,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8355,0,0,0,1,3,0,0,-65,26,91,45,FALSE,0,0,0,Omar,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,67272,0,0,0,1,3,0,0,-1063,1780,2843,44,FALSE,1,0,0,Gary,Madine,0,0,32,3,1.5,2,8,0,13,1,0,0,0,1.1,0,0
Bobby_Reid_110,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,41085,0,0,0,1,3,0,0,943,4322,3379,52,FALSE,2.7,0,0,Bobby,Reid,0.066666667,2,645,16,106.5,97.6,186,3,94,38.8,0,0,0,0.7,0,0
Thibaut_Courtois_111,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,30772,0,0,0,1,2,0,0,-86,9,95,55,FALSE,0,0,0,Thibaut,Courtois,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
Willy_Caballero_112,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7047,0,0,0,1,2,0,0,-53,23,76,47,FALSE,0,0,0,Willy,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,35373,0,0,0,1,2,0,0,-216,133,349,51,FALSE,1,0,0,Gary,Cahill,0,0,21,0,0,2.8,0,0,3,0.3,0,0,0,0.6,0,0
Victor_Moses_117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,88621,0,0,0,1,2,0,0,-1406,15,1421,56,FALSE,1,0,0,Victor,Moses,0,0,26,1,12.7,1.2,6,0,3,2,0,0,0,1.5,0,0
Andreas_Christensen_119,0,79,0,0,0,11,0,3,74,2.5,0,0,119,0,0,148,1,2,0,1.8,15.8,0,0,0,90,0,0,20,0,0,0,0,8,0,0,24433,0,0,0,1,2,0,0,-158,72,230,50,FALSE,0,0,1,Andreas,Christensen,0,0,90,2,2.5,15.8,0,0,11,1.8,0,0,1,0.4,0,0
Davide_Zappacosta_120,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8460,0,0,0,1,2,0,0,26,136,110,51,FALSE,1,0,0,Davide,Zappacosta,0,0,18,0,0.4,3.8,21,0,5,2.5,0,0,0,0.1,0,0
Emerson_Palmieri dos Santos_121,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6211,0,0,0,1,2,0,0,-7,99,106,52,FALSE,0,0,0,Emerson,Palmieri dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Cesc_F‡bregas_123,0,75,0,0,0,11,0,2,64,32.3,0,0,123,0,0,148,0,2,0,5.6,18,2,0,0,90,0,0,20,0,0,0,0,6,0,0,23230,2,1,1,1,2,6,1,-77,170,247,63,FALSE,1,0,1,Cesc,F√†bregas,0,0,138,2,39.8,26.6,8,0,28,7.4,0,0,1,0.4,0,0
Daniel_Drinkwater_128,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7191,0,0,0,1,2,0,0,-45,37,82,47,FALSE,0,0,0,Daniel,Drinkwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
TiemouÈ_Bakayoko_129,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4572,0,0,0,1,2,0,0,-11,1,12,49,FALSE,0,0,0,Tiemou√©,Bakayoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2801,0,0,0,1,2,0,0,-12,33,45,44,FALSE,0,0,0,Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum_Hudson-Odoi_131,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,117163,0,0,0,1,2,0,0,6075,13363,7288,42,FALSE,0,0,0,Callum,Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
¡lvaro_Morata_134,0,13,0,2,0,-3,0,0,10,11.9,1,0,134,0,0,148,2,2,0,1.7,0,1,0,0,64,0,0,20,0,0,0,0,3,0,0,153137,2,0,2,1,2,9,2,-28918,3900,32818,87,FALSE,3.1,0,0,√Ålvaro,Morata,0.333333333,0,832,11,122.8,202.6,465,3,117,78,5,0,3,2.5,0,0
Julian_Speroni_136,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,575731,0,0,0,1,3,0,0,-3058,1663,4721,40,FALSE,0,0,0,Julian,Speroni,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0
Vicente_Guaita_137,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7530,0,0,0,1,3,0,0,-1,145,146,42,FALSE,0,0,0,Vicente,Guaita,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Scott_Dann_139,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,561,0,0,0,1,3,0,0,11,23,12,44,FALSE,0,0,0,Scott,Dann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin_Kelly_140,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,344149,0,0,0,1,3,0,0,-5104,3322,8426,39,FALSE,1,0,0,Martin,Kelly,0,0,210,5,4.9,61.2,0,0,24,6.6,0,0,0,5.8,0,0
Jairo_Riedewald_144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2967,0,0,0,1,3,0,0,-33,6,39,44,FALSE,0,0,0,Jairo,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary_Sako_148,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,795,0,0,0,1,3,0,0,-4,3,7,50,FALSE,0,0,0,Bakary,Sako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian_Benteke_152,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27308,0,0,0,1,3,0,0,-209,28,237,63,FALSE,2,0,0,Christian,Benteke,0,0,325,5,50.7,14.2,170,0,5,23.3,1,0,0,0.5,0,0
Alexander_S¯rloth_153,0,7,0,0,0,3,0,0,5,11.8,0,0,153,0,0,142,0,0,0,2.6,4.2,1,0,0,32,0,0,3,0,0,0,0,1,0,0,11960,0,0,1,1,3,10,1,39,481,442,48,FALSE,1,0,0,Alexander,S√∏rloth,0,0,161,3,37.5,18.8,55,0,29,10.8,0,0,0,0.2,0,0
Maarten_Stekelenburg_155,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,221845,0,0,0,1,1,0,0,-524,1319,1843,40,TRUE,0,0,0,Maarten,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0
Leighton_Baines_156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,40154,0,0,0,1,1,0,0,-605,125,730,51,TRUE,1.3,0,0,Leighton,Baines,0,0,284,5,74.7,39.8,15,0,40,13,0,0,0,0.7,0,0
Phil_Jagielka_158,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,29052,0,0,0,1,1,0,0,-230,164,394,43,TRUE,-1,0,0,Phil,Jagielka,0,0,53,2,0,1.2,0,0,-2,0.1,0,1,0,0.5,0,0
Ashley_Williams_159,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3149,0,0,0,1,1,0,0,-15,1,16,45,TRUE,0,0,0,Ashley,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Mason_Holgate_160,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8136,0,0,0,1,1,0,0,-172,41,213,44,TRUE,1,0,0,Mason,Holgate,0,0,407,9,5,92.2,2,0,61,9.9,0,0,1,0.1,0,0
Jonjoe_Kenny_161,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9959,0,0,0,1,1,0,0,-141,125,266,43,TRUE,3.3,0,0,Jonjoe,Kenny,0,1,360,6,35.1,69.4,7,0,62,11.1,1,0,0,0.2,0,0
Cuco_Martina_163,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2731,0,0,0,1,1,0,0,-39,2,41,45,TRUE,0,0,0,Cuco,Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick_Bolasie_165,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5999,0,0,0,1,1,0,0,-22,1,23,58,TRUE,0,0,0,Yannick,Bolasie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
James_McCarthy_166,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1857,0,0,0,1,1,0,0,17,96,79,44,TRUE,0,0,0,James,McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan_Schneiderlin_167,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,88702,0,0,0,1,1,0,0,-2036,1447,3483,43,TRUE,1.7,0,0,Morgan,Schneiderlin,0,1,248,5,54.8,55.4,2,0,59,11.2,0,0,1,1.5,0,0
Tom_Davies_169,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7613,0,0,0,1,1,0,0,-58,102,160,52,TRUE,1.8,0,0,Tom,Davies,0,0,496,7,55.3,61.6,26,0,62,14.3,1,0,2,0.1,0,0
Davy_Klaassen_171,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,432,0,0,0,1,1,0,0,1,1,0,60,TRUE,0,0,0,Davy,Klaassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi_Sigurdsson_172,0,31,0,1,0,8,0,0,19,30.2,1,0,172,0,0,149,0,1,0,5.8,9.8,2,0,0,69,0,1,15,0,0,0,0,3,0,0,520285,0,0,0,1,1,18,2,70853,86845,15992,75,TRUE,5.1,0,0,Gylfi,Sigurdsson,0.4,2,1251,14,516.1,413,375,10,284,130.3,5,0,2,8.8,0,0
Nikola_Vlasic_173,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,533,0,0,0,1,1,0,0,-5,1,6,50,TRUE,0,0,0,Nikola,Vlasic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni_Baningime_174,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3036,0,0,0,1,1,0,0,0,110,110,43,TRUE,0,0,0,Beni,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Oumar_Niasse_176,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19331,0,0,0,1,1,0,0,-249,210,459,50,TRUE,1,0,0,Oumar,Niasse,0,0,48,0,13.1,2.8,16,0,-2,2.9,0,0,0,0.3,0,0
Marcus_Bettinelli_178,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,29806,0,0,0,1,1,0,0,-933,134,1067,44,TRUE,2.1,0,0,Marcus,Bettinelli,0,0,630,20,0,195,0,0,114,19.4,0,0,1,0.5,0,0
David_Button_179,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,142,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,100550,0,0,0,1,3,0,0,516,1356,840,40,TRUE,0,0,0,David,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
Tim_Ream_180,0,3,0,0,0,3,0,0,2,0,0,0,180,0,0,144,0,0,0,0,0.2,0,0,0,6,0,0,11,0,0,0,0,0,0,0,6040,0,0,0,1,1,0,1,-110,18,128,42,TRUE,0.6,0,0,Tim,Ream,0,0,329,12,3.2,57.4,0,0,50,6.1,0,0,0,0.1,0,0
Denis_Odoi_181,0,26,0,1,0,7,0,5,17,11,2,0,181,0,0,144,0,1,0,3.3,8.2,1,0,0,90,0,0,11,0,0,0,0,4,0,0,6378,0,0,2,1,1,14,2,-114,92,206,44,TRUE,0.8,0,0,Denis,Odoi,0,0,1125,30,70.5,248.2,28,0,166,34.7,0,0,2,0.1,0,0
Kevin_McDonald_183,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14093,0,0,0,1,1,0,0,-584,158,742,43,TRUE,1.1,0,0,Kevin,McDonald,0,0,614,20,65.6,65.8,15,0,77,14.7,0,1,2,0.2,0,0
Stefan_Johansen_185,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3569,0,0,0,1,1,0,0,-39,32,71,51,TRUE,1,0,0,Stefan,Johansen,0,0,380,12,31.6,48.8,7,0,50,8.9,0,0,3,0.1,0,0
Floyd_AyitÈ_186,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6445,0,0,0,1,1,0,0,27,372,345,43,TRUE,1,0,0,Floyd,Ayit√©,0,0,153,4,6.6,12.2,9,0,13,2.6,0,0,0,0.1,0,0
Neeskens_Kebano_187,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3099,0,0,0,1,1,0,0,-26,30,56,44,TRUE,1,0,0,Neeskens,Kebano,0,0,14,1,0.6,2,2,0,2,0.5,0,0,0,0.1,0,0
Rui Pedro_da Rocha Fonte_188,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9774,0,0,0,1,1,0,0,-184,3,187,44,TRUE,0,0,0,Rui Pedro,da Rocha Fonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Ben_Hamer_190,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,495091,0,0,0,1,2,0,0,4536,9920,5384,40,FALSE,1.3,0,0,Ben,Hamer,0,0,192,9,0,78.4,0,0,39,7.8,0,0,0,8.3,0,0
Tommy_Smith_194,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3695,0,0,0,1,2,0,0,-44,18,62,44,FALSE,1.7,0,0,Tommy,Smith,0,0,207,7,5.6,31.8,2,0,37,4,1,0,1,0.1,0,0
Scott_Malone_196,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,88998,0,0,0,1,2,0,0,-1626,11,1637,40,FALSE,0,0,0,Scott,Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0
Rajiv_van La Parra_200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2100,0,0,0,1,2,0,0,-27,21,48,47,FALSE,2,0,0,Rajiv,van La Parra,0,0,405,6,57.6,27.8,41,0,13,12.6,1,0,0,0,0,0
Philip_Billing_202,0,50,0,0,0,12,0,3,40,38.8,0,0,202,0,0,141,3,2,0,9,25.2,3,0,0,74,0,1,2,0,0,0,0,7,0,0,136909,2,2,1,1,2,26,1,4131,10760,6629,45,FALSE,2.4,0,1,Philip,Billing,0.066666667,0,1300,25,223.9,294.8,193,3,192,71.3,3,0,5,2.2,0,0
Tom_Ince_203,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,442,0,0,0,1,2,0,0,0,1,1,50,FALSE,0,0,0,Tom,Ince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,3,0,0,0,0,0,0,205,0,0,141,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4092,0,0,0,1,2,0,1,-49,107,156,43,FALSE,1,0,0,Abdelhamid,Sabiri,0,0,48,3,0.5,4.2,2,0,6,0.7,0,0,0,0.1,0,0
Ramadan_Sobhi_207,0,10,0,0,0,3,0,0,9,1.8,0,0,207,0,0,141,0,0,0,0.5,3.6,0,0,0,12,0,0,2,0,0,0,0,0,0,0,5706,2,1,0,1,2,0,1,-98,37,135,48,FALSE,1,0,0,Ramadan,Sobhi,0,0,45,2,20.2,7.4,2,0,9,2.9,0,0,0,0.1,0,0
Juninho_Bacuna_208,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10019,0,0,0,1,2,0,0,-340,104,444,43,FALSE,1,0,0,Juninho,Bacuna,0,0,13,1,0.3,3,0,0,7,0.3,0,0,0,0.2,0,0
Collin_Quaner_209,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,202983,0,0,0,1,2,0,0,-2754,5117,7871,43,FALSE,0,0,0,Collin,Quaner,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0
Steve_Mounie_211,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9260,0,0,0,1,2,0,0,-2402,82,2484,58,FALSE,1.8,0,0,Steve,Mounie,0,2,779,14,127.7,85.2,346,0,35,54.5,2,1,0,0.2,0,0
Elias_Kachunga_212,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4618,0,0,0,1,2,0,0,-35,105,140,48,FALSE,1.3,0,0,Elias,Kachunga,0,0,153,2,9.6,6,21,0,1,3.3,0,0,0,0.1,0,0
Eldin_Jakupovic_214,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5808,0,0,0,1,1,0,0,-36,13,49,44,FALSE,0,0,0,Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Christian_Fuchs_216,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,25339,0,0,0,1,1,0,0,-294,78,372,42,FALSE,0,0,0,Christian,Fuchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
Danny_Simpson_217,0,28,0,0,0,11,0,11,18,0.8,0,0,217,0,0,144,0,1,0,2.5,24,0,0,0,71,0,0,9,0,0,0,0,2,0,0,12504,0,0,0,1,1,0,2,-136,72,208,42,FALSE,1.5,0,0,Danny,Simpson,0,0,91,1,0.8,28.4,0,0,16,2.9,0,0,0,0.2,0,0
Yohan_Benalouane_218,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,58061,0,0,0,1,1,0,0,-583,466,1049,39,FALSE,0,0,0,Yohan,Benalouane,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry_Maguire_220,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,565009,0,0,0,1,1,0,0,-29949,127,30076,54,FALSE,3.7,0,0,Harry,Maguire,0.133333333,1,926,16,35.5,307.2,235,6,221,57.8,2,0,3,9.5,0,0
Marc_Albrighton_224,0,23,0,0,0,11,0,2,12,15.3,3,0,224,0,0,144,0,1,0,3.1,10,1,0,0,90,0,0,9,0,0,0,0,5,0,0,26955,0,0,1,1,1,6,2,925,1531,606,51,FALSE,2.2,0,0,Marc,Albrighton,0.066666667,2,761,9,216.1,183,143,0,144,54.3,2,0,2,0.5,0,0
Daniel_Amartey_226,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12249,0,0,0,1,1,0,0,-380,21,401,44,FALSE,1.7,0,0,Daniel,Amartey,0,0,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,0,0
Matty_James_229,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1060,0,0,0,1,1,0,0,-9,16,25,44,FALSE,0,0,0,Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza_Choudhury_230,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5564,0,0,0,1,1,0,0,-40,153,193,43,FALSE,0,0,0,Hamza,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10759,0,0,0,1,1,0,0,-87,45,132,48,FALSE,1.5,0,0,Adrien Sebastian,Perruchet Silva,0,0,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.2,0,0
Fousseni_DiabatÈ_232,0,14,0,0,0,4,0,0,8,15.8,0,0,232,0,0,144,0,1,0,2.3,7.4,1,0,0,54,1,1,9,0,0,0,0,2,0,0,2393,0,0,0,1,1,0,1,-3,29,32,46,FALSE,1,0,0,Fousseni,Diabat√©,0,0,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,0,0
Jamie_Vardy_234,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,249688,0,0,0,1,1,0,0,-7681,18073,25754,89,FALSE,4.3,0,0,Jamie,Vardy,0.333333333,1,848,11,111.7,219.2,377,10,155,70.6,5,1,0,4.1,0,0
Simon_Mignolet_237,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7275,0,0,0,3,1,0,0,-42,26,68,48,FALSE,0,0,0,Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
