assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,first_name,second_name,id
0,0,24,100,100,1,106757,0,0,-2,2,62.2,0,0,4,0.8,0.8,0,Jürgen,0.3,3,0,16,65,FALSE,17,0,0,0,0,208,,2018-11-10T18:01:14Z,53,0,0,0,106757.jpg,1.1,0,0,Locadia,0.1,FALSE,9,a,3,36,84,10,3001,7,6168,34,0.1,1.9,Locadia,1,Jürgen,Locadia,65
0,2,56,100,100,0,93284,0,0,0,0,2.9,0,0,4,4.3,4.3,6,Florin,3.8,3,2,16.5,66,FALSE,74,0,0,0,0,181,,2018-09-22T15:31:13Z,50,0,0,0,93284.jpg,3.2,0,0,Andone,0.2,FALSE,10,a,3,36,88,16,9911,3003,5095,285,0.8,3.2,Andone,0,Florin,Andone,66
0,0,0,100,100,0,21205,0,0,-2,2,0,0,0,1,-0.5,-1.5,0,Tom,0,0,0,0,67,FALSE,0,0,0,0,0,0,,2018-08-12T12:31:12Z,48,0,0,0,21205.jpg,0,0,0,Heaton,0.1,FALSE,1,a,4,90,0,0,2028,7,5350,22,0,0,Heaton,0,Tom,Heaton,67
0,0,0,0,0,0,98747,0,0,-1,1,0,0,0,1,0,0,0,Nick,0,0,0,0,68,FALSE,0,0,0,0,0,0,Lack of match fitness - Expected back 08 Dec,2018-07-27T07:01:08Z,49,0,0,0,98747.jpg,0,0,0,Pope,0.2,FALSE,29,i,4,90,0,0,612,5,14271,28,0,0,Pope,0,Nick,Pope,68
0,0,180,None,None,3,68983,0,0,-3,3,89.5,0,0,2,1.5,0.5,0,Matthew,2,26,0,32.2,69,FALSE,203.2,0,0,0,0,1080,,None,47,0,0,0,68983.jpg,1.8,0,0,Lowton,0.3,FALSE,2,a,4,90,28,21,10297,45,41792,125,0.4,4.5,Lowton,4,Matthew,Lowton,69
2,2,242,None,None,3,51927,-1,1,-3,3,52.8,0,0,2,1.8,0.8,1,Ben,2.3,32,0,52.5,70,FALSE,403,0,0,0,0,1350,,None,47,1,0,0,51927.jpg,2.2,0,0,Mee,2.1,FALSE,6,a,4,90,70,33,78332,427,217642,768,0.5,7,Mee,2,Ben,Mee,70
0,0,44,0,0,1,40616,0,0,-3,3,17.2,0,0,2,0,0,0,Stephen,0,6,0,8.5,71,FALSE,48.4,0,0,0,0,228,Knee injury - Unknown return date,2018-10-16T15:31:15Z,47,0,0,0,40616.jpg,2.3,0,0,Ward,0.6,FALSE,23,i,4,90,19,7,11342,1,109261,191,0,1.5,Ward,1,Stephen,Ward,71
0,1,188,100,100,2,17761,0,0,-3,3,16.1,0,0,2,-0.2,-1.2,1,James,0.3,27,2,53.8,72,FALSE,407.6,0,0,0,0,1016,,2018-12-01T15:01:16Z,47,0,0,0,17761.jpg,2.5,0,0,Tarkowski,4.1,FALSE,5,a,4,90,113,30,207770,218,490662,1180,0.1,6.4,Tarkowski,3,James,Tarkowski,72
0,0,71,None,None,1,41674,0,0,-3,3,1,0,0,2,1.5,0.5,0,Kevin,2,5,0,11.1,73,FALSE,103,0,0,0,0,333,,None,42,0,0,0,41674.jpg,2.5,0,0,Long,0.4,FALSE,28,a,4,90,6,10,7651,123,32861,153,0.5,2.4,Long,0,Kevin,Long,73
0,1,193,None,None,2,103914,0,0,-1,1,115,0,0,2,2,1,1,Charlie,2.5,28,0,38.4,74,FALSE,253,0,0,0,0,1170,,None,44,0,0,0,103914.jpg,1.7,0,0,Taylor,0.3,FALSE,3,a,4,90,15,25,15923,116,16140,121,0.6,5.7,Taylor,1,Charlie,Taylor,74
0,0,33,100,100,0,17997,0,0,-3,3,29.8,0,0,2,-0.2,-1.2,1,Phil,0.3,6,0,8,75,FALSE,47,0,0,0,0,270,,2018-11-10T14:01:14Z,42,0,0,0,17997.jpg,0.7,0,0,Bardsley,0.1,FALSE,26,a,4,90,3,2,1194,19,7020,14,0.1,0.5,Bardsley,2,Phil,Bardsley,75
5,5,196,100,100,3,60586,0,0,-1,1,278.4,1,0,3,1.3,0.3,2,Johann Berg,1.8,25,2,76.3,76,FALSE,277,0,0,0,0,1068,,2018-11-11T12:31:15Z,59,0,0,0,60586.jpg,4.3,0,0,Gudmundsson,2.7,FALSE,7,a,4,90,207,56,297826,2540,260310,3127,0.3,9.5,Gudmundsson,2,Johann Berg,Gudmundsson,76
0,0,70,75,75,0,39847,0,0,-1,1,36.6,0,0,3,0.4,-0.4,0,Steven,1,14,0,9.9,77,FALSE,61.4,0,0,0,0,449,Knock - 75% chance of playing,2018-12-04T15:31:15Z,54,0,0,0,39847.jpg,1.7,0,0,Defour,0,FALSE,16,d,4,90,0,10,805,2,1239,27,0.2,1.9,Defour,0,Steven,Defour,77
0,0,83,None,None,1,83314,0,0,-2,2,68.6,0,0,3,0.5,-0.5,0,Jeff,1,20,1,29.3,78,FALSE,81.6,0,0,0,0,673,,None,53,0,0,0,83314.jpg,2,0,0,Hendrick,0.1,FALSE,13,a,4,90,143,22,6876,14,11430,53,0.2,4.2,Hendrick,2,Jeff,Hendrick,78
1,0,47,100,75,0,90517,0,0,-1,1,90.7,0,0,3,1,0,2,Robbie,1.5,11,0,18.2,79,FALSE,59.6,0,0,0,0,327,,2018-12-05T20:01:16Z,54,0,0,0,90517.jpg,1.7,0,0,Brady,0,FALSE,12,a,4,90,31,10,943,11,1875,14,0.3,1.9,Brady,2,Robbie,Brady,79
3,0,152,100,100,2,60551,0,0,0,0,156.1,0,0,3,0,-1,2,Ashley,0.5,21,0,41.8,80,FALSE,177.8,0,0,0,0,841,,2018-08-03T12:31:10Z,45,0,0,0,60551.jpg,2.5,0,0,Westwood,1.7,FALSE,18,a,4,90,81,30,173967,192,118922,1215,0.1,6.7,Westwood,2,Ashley,Westwood,80
0,0,0,0,0,0,12813,0,0,-2,2,0,0,0,3,0,0,0,Jonathan,0,0,0,0,81,FALSE,0,0,0,0,0,0,Joined Ipswich Town on loan until January on 30/8. - Expected back 01 Jan,2018-08-30T16:31:13Z,48,0,0,0,12813.jpg,0,0,0,Walters,0,FALSE,19,n,4,90,0,0,525,6,3074,5,0,0,Walters,0,Jonathan,Walters,81
0,0,177,100,100,3,40145,0,0,-4,4,127.3,0,0,3,3,2,7,Jack,3.5,27,1,41.3,82,FALSE,192,0,0,0,0,1242,,2018-11-10T14:01:14Z,46,0,0,0,40145.jpg,2.4,0,0,Cork,0.4,FALSE,4,a,4,90,92,33,6880,537,45278,123,0.8,7.2,Cork,3,Jack,Cork,82
1,2,122,100,100,3,17349,0,0,0,0,106.8,1,0,3,1.3,0.3,1,Aaron,1.8,21,1,35.2,83,FALSE,140.2,0,0,0,0,1106,,2018-10-26T14:31:14Z,50,0,0,0,17349.jpg,2.7,0,0,Lennon,0.9,FALSE,25,a,4,90,106,38,130333,119,106867,930,0.4,7.6,Lennon,1,Aaron,Lennon,83
0,7,116,None,None,2,40399,0,0,-2,2,105.8,0,0,4,2.5,1.5,1,Sam,3,15,3,53.2,84,FALSE,151,0,0,0,0,817,,None,53,0,0,0,40399.jpg,2.8,0,0,Vokes,1.8,FALSE,9,a,4,90,284,42,134693,2696,100895,2892,0.6,7.9,Vokes,0,Sam,Vokes,84
1,3,82,100,100,1,44699,0,0,-4,4,43.7,1,0,4,1.5,0.5,5,Ashley,2,8,2,26.6,85,FALSE,89.8,0,0,0,0,383,,2018-07-24T09:01:08Z,56,0,0,0,44699.jpg,2.1,0,0,Barnes,0.3,FALSE,10,a,4,90,138,29,23130,182,57867,172,0.4,5.2,Barnes,1,Ashley,Barnes,85
0,0,0,0,0,0,92383,0,0,0,0,0,0,0,4,0,0,0,Nahki,0,0,0,0,86,FALSE,0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T23:01:12Z,45,0,0,0,92383.jpg,0,0,0,Wells,1,FALSE,21,u,4,90,0,0,12879,6,86296,208,0,0,Wells,0,Nahki,Wells,86
0,0,57,100,100,2,60689,0,0,-3,3,59.2,0,0,4,1.5,0.5,2,Chris,2,21,1,38.3,87,FALSE,71,0,0,0,0,780,,2018-08-12T12:31:12Z,62,0,0,0,60689.jpg,1.8,0,0,Wood,0.2,FALSE,11,a,4,90,257,27,15697,107,31471,110,0.3,4.4,Wood,0,Chris,Wood,87
0,3,293,None,None,2,88734,0,0,0,0,0,1,0,1,2.8,2.3,3,Neil,2.8,30,0,48,88,FALSE,480.8,0,0,0,0,1350,,None,45,0,0,2,88734.jpg,3.5,0,56,Etheridge,5.6,FALSE,1,a,5,97,0,52,429564,357,232513,2132,0.6,11.6,Etheridge,1,Neil,Etheridge,88
0,0,0,None,None,0,45220,0,0,-2,2,0,0,0,1,0,-0.5,0,Alex,0,0,0,0,89,FALSE,0,0,0,0,0,0,,None,43,0,0,0,45220.jpg,0,0,0,Smithies,0.1,FALSE,12,a,5,97,0,0,1535,12,4807,18,0,0,Smithies,0,Alex,Smithies,89
4,2,214,100,100,2,49982,0,0,-3,3,139.3,0,0,2,3.8,3.3,4,Sean,3.8,30,0,69.4,90,FALSE,310,0,0,0,0,1329,,2018-11-10T15:01:14Z,47,0,0,0,49982.jpg,2.7,0,0,Morrison,0.4,FALSE,4,a,5,97,245,40,13810,1339,28949,141,0.8,8.5,Morrison,1,Sean,Morrison,90
1,4,225,None,None,2,19523,0,0,0,0,24.4,1,0,2,3.5,3,0,Sol,3.5,25,2,62.5,91,FALSE,408.4,0,0,0,0,1260,,None,45,0,0,0,19523.jpg,3.1,0,0,Bamba,1.3,FALSE,22,a,5,97,192,44,76032,1294,55517,941,0.8,9.8,Bamba,2,Sol,Bamba,91
1,0,215,None,None,2,49382,0,0,-1,1,90.8,0,0,2,1.8,1.3,1,Bruno,1.8,30,0,39.7,92,FALSE,277,0,0,0,0,1350,,None,44,0,0,0,49382.jpg,2,0,0,Ecuele Manga,0.1,FALSE,5,a,5,97,27,30,4321,61,5640,33,0.4,6.8,Ecuele Manga,0,Bruno,Ecuele Manga,92
0,0,0,None,None,0,27698,-1,1,-2,2,0,0,0,2,0,-0.5,0,Matthew,0,0,0,0,93,FALSE,0,0,0,0,0,0,,None,38,0,0,0,27698.jpg,0,0,0,Connolly,1.1,FALSE,16,a,5,97,0,0,23306,696,53200,314,0,0,Connolly,0,Matthew,Connolly,93
1,2,158,None,None,2,56981,0,0,0,0,131.8,0,0,2,0.3,-0.2,1,Joe,0.3,20,0,32.6,94,FALSE,179,0,0,0,0,900,,None,45,0,0,0,56981.jpg,2.5,0,0,Bennett,0.6,FALSE,3,a,5,97,15,25,48334,29,40322,202,0.1,5.6,Bennett,0,Joe,Bennett,94
0,0,15,100,100,0,38716,0,0,-2,2,6.5,0,0,2,0.3,-0.2,0,Lee,0.3,5,0,2.7,95,FALSE,20.6,0,0,0,0,160,,2018-11-10T12:31:14Z,38,0,0,0,38716.jpg,0.3,0,0,Peltier,2.8,FALSE,2,a,5,97,0,1,136303,3726,196234,1972,0.1,0.3,Peltier,1,Lee,Peltier,95
0,0,11,0,0,0,73459,0,0,-1,1,1.5,0,0,2,0,0,0,Ashley Darel Jazz,0,4,0,1.5,96,FALSE,12.2,0,0,0,0,97,Hamstring injury - Expected back 08 Dec,2018-11-02T12:01:13Z,39,0,0,0,73459.jpg,0.3,0,0,Richards,0.7,FALSE,6,i,5,97,0,1,20764,36,35502,314,0,0.3,Jazz Richards,0,Ashley Darel Jazz,Richards,96
0,0,0,0,0,0,14927,0,0,0,0,0,0,0,2,0,0,0,Greg,0,0,0,0,97,FALSE,0,0,0,0,0,0,Contract expired,2018-07-09T09:22:51Z,40,0,0,0,14927.jpg,0,0,0,Halford,0,FALSE,None,u,5,97,0,0,478,3,1175,12,0,0,Halford,0,Greg,Halford,97
0,0,110,100,100,2,104073,0,0,-3,3,198.8,0,0,3,1.3,0.8,-1,Joe,1.3,23,0,45.4,98,FALSE,142,0,0,0,0,993,,2018-10-06T17:31:14Z,47,0,1,0,104073.jpg,1.5,1,0,Ralls,0.1,FALSE,8,a,5,97,115,18,8411,22,22343,56,0.3,3.8,Ralls,2,Joe,Ralls,98
1,1,84,100,100,1,49806,0,0,-5,5,91.6,0,0,3,3,2.5,2,David Junior,3,22,1,29.4,99,FALSE,99.2,0,0,0,0,805,,2018-10-06T14:01:16Z,50,0,0,0,49806.jpg,2.4,0,0,Hoilett,0.1,FALSE,33,a,5,97,109,29,2494,83,18418,44,0.6,5.8,Hoilett,2,David Junior,Hoilett,99
0,0,13,25,25,0,76360,0,0,-2,2,1.4,0,0,3,0.1,-0.1,1,Nathaniel,0.3,1,0,6.2,100,FALSE,8,0,0,0,0,109,,2018-08-25T18:01:15Z,48,0,0,0,76360.jpg,1.3,0,0,Mendez-Laing,0,FALSE,19,a,5,97,52,5,472,9,3396,5,0.1,1,Mendez-Laing,0,Nathaniel,Mendez-Laing,100
1,3,139,None,None,1,122797,0,0,-2,2,161.3,1,0,3,4.3,3.8,2,Callum,4.3,19,3,68,101,FALSE,168.8,0,0,0,0,947,,None,53,0,0,0,122797.jpg,3.4,0,0,Paterson,1.3,FALSE,13,a,5,97,350,44,99511,1884,34247,2675,0.8,8.3,Paterson,2,Callum,Paterson,101
0,3,93,100,100,0,49845,0,0,-1,1,71.6,1,0,3,4,3.5,2,Aron,4,11,1,24.3,102,FALSE,119.2,0,0,0,0,598,,2018-10-20T16:31:16Z,44,0,0,0,49845.jpg,3,0,0,Gunnarsson,0.7,FALSE,17,a,5,97,52,21,26221,2613,53865,664,0.9,4.8,Gunnarsson,1,Aron,Gunnarsson,102
0,0,0,0,0,0,40451,0,0,-1,1,0,0,0,3,0,0,0,Anthony,0,0,0,0,103,FALSE,0,0,0,0,0,0,Not in Squad,2018-09-06T06:33:08Z,44,0,0,0,40451.jpg,0,0,0,Pilkington,0.1,FALSE,None,u,5,97,0,0,2482,0,11031,21,0,0,Pilkington,0,Anthony,Pilkington,103
0,0,6,None,None,0,54527,0,0,-2,2,1,0,0,3,0,-0.5,0,Loïc,0,2,0,0.9,104,FALSE,0.6,0,0,0,0,21,,None,43,0,0,0,54527.jpg,1,0,0,Damour,0.1,FALSE,20,a,5,97,8,2,2045,27,3262,47,0,0.5,Damour,0,Loïc,Damour,104
0,0,54,100,100,0,75826,0,0,-2,2,56.4,0,0,3,0.3,-0.2,0,Danny,0.3,9,1,17.8,105,FALSE,60.2,0,0,0,0,321,,2018-11-03T14:01:14Z,43,0,0,0,75826.jpg,1.9,0,0,Ward,0.4,FALSE,9,a,5,97,63,17,33199,365,33441,262,0.1,4,Ward,0,Danny,Ward,105
0,1,97,100,100,2,114245,0,0,-2,2,105.1,0,0,3,2.8,2.3,6,Josh,2.8,12,3,55.2,106,FALSE,146.6,0,0,0,0,812,,2018-10-27T14:01:13Z,48,0,0,0,114245.jpg,3.1,0,0,Murphy,0.6,FALSE,11,a,5,97,307,40,52989,1469,37145,519,0.6,8.3,Murphy,0,Josh,Murphy,106
0,0,8,0,0,1,82078,0,0,-3,3,57,0,0,4,0,0,0,Kenneth,0,6,0,17.7,107,FALSE,14.8,0,0,0,0,258,Calf injury - Expected back 08 Dec,2018-11-08T12:31:13Z,47,0,0,0,82078.jpg,1.3,0,0,Zohore,0.3,FALSE,10,i,5,97,105,8,19898,16,45916,195,0,1.7,Zohore,0,Kenneth,Zohore,107
0,0,0,0,0,0,114054,0,0,0,0,0,0,0,4,0,0,0,Omar,0,0,0,0,108,FALSE,0,0,0,0,0,0,Season-long loan to Birmingham City,2018-08-08T08:43:30Z,45,0,0,0,114054.jpg,0,0,0,Bogle,0.1,FALSE,30,u,5,97,0,0,1223,8,10757,37,0,0,Bogle,0,Omar,Bogle,108
0,0,13,100,100,0,45196,0,0,-1,1,1.5,0,0,4,0,-0.5,0,Gary,0,3,0,1,109,FALSE,2,0,0,0,0,32,,2018-10-27T14:01:13Z,44,0,0,0,45196.jpg,1,0,0,Madine,1.1,FALSE,24,a,5,97,8,5,70035,385,85211,898,0,1.1,Madine,0,Gary,Madine,109
2,3,94,None,None,0,96994,0,0,-3,3,106.5,1,0,4,1.3,0.8,0,Bobby,1.3,16,1,38.8,110,FALSE,97.6,0,0,0,0,645,,None,52,0,0,0,96994.jpg,2.7,0,0,Reid,0.7,FALSE,14,a,5,97,186,32,57934,566,60541,1358,0.3,6.2,Reid,0,Bobby,Reid,110
0,0,0,0,0,0,60772,0,0,0,0,0,0,0,1,0,0,0,Thibaut,0,0,0,0,111,FALSE,0,0,0,0,0,0,Transferred to Real Madrid,2018-08-09T06:49:10Z,55,0,0,0,60772.jpg,0,0,0,Courtois,0.5,FALSE,13,u,6,8,0,0,273,0,53752,34,0,0,Courtois,0,Thibaut,Courtois,111
0,0,0,None,None,0,20310,0,0,-3,3,0,0,0,1,-0.5,0.5,0,Willy,0,0,0,0,112,FALSE,0,0,0,0,0,0,,None,47,0,0,0,20310.jpg,0,0,0,Caballero,0.1,FALSE,13,a,6,8,0,0,1330,8,6714,22,0,0,Caballero,0,Willy,Caballero,112
2,2,346,None,None,7,41328,0,0,-2,2,280.1,0,0,2,3.8,4.8,1,César,4.3,13,0,68.2,113,FALSE,322.6,0,0,0,0,1350,,None,63,0,0,0,41328.jpg,4.1,0,0,Azpilicueta,9.9,FALSE,28,a,6,8,77,61,132368,2136,432661,3670,0.7,9.7,Azpilicueta,1,César,Azpilicueta,113
0,0,3,None,None,0,19419,0,0,-4,4,0,0,0,2,-0.5,0.5,0,Gary,0,0,0,0.3,114,FALSE,2.8,0,0,0,0,21,,None,51,0,0,0,19419.jpg,1,0,0,Cahill,0.6,FALSE,24,a,6,8,0,1,4528,29,49990,117,0,0.2,Cahill,0,Gary,Cahill,114
7,14,374,None,None,7,82263,0,0,6,-6,267.8,3,0,2,3.3,4.3,0,Marcos,3.8,13,1,79.9,115,TRUE,309.4,0,0,0,0,1337,,None,71,0,0,0,82263.jpg,6.2,0,0,Alonso,47.6,FALSE,3,a,6,8,221,93,1895248,4434,401216,24598,0.5,13.1,Alonso,2,Marcos,Alonso,115
0,6,302,100,100,7,41270,0,0,1,-1,122.5,0,0,2,3.5,4.5,0,David,4,11,0,54.3,116,FALSE,310.2,0,0,0,0,1260,,2018-07-05T14:31:07Z,56,0,0,0,41270.jpg,4.1,0,0,Luiz Moreira Marinho,6.1,FALSE,30,a,6,8,112,58,311843,2445,216885,6086,0.7,10.4,David Luiz,1,David,Luiz Moreira Marinho,116
0,0,3,75,75,0,49013,0,0,-4,4,12.7,0,0,2,-0.4,0.4,0,Victor,0,1,0,2,117,FALSE,1.2,0,0,0,0,26,Back injury - 75% chance of playing,2018-11-28T14:31:14Z,56,0,0,0,49013.jpg,1,0,0,Moses,1.5,FALSE,15,d,6,8,6,2,5953,7,153388,393,0,0.4,Moses,0,Victor,Moses,117
1,6,320,100,100,7,102380,0,0,0,0,85.9,1,0,2,2.8,3.8,1,Antonio,3.3,13,1,57.7,118,FALSE,294,0,0,0,0,1328,,2018-10-20T11:31:16Z,60,0,0,0,102380.jpg,4.4,0,0,Rüdiger,5.2,FALSE,2,a,6,8,195,66,270463,2472,163576,4558,0.6,11,Rüdiger,3,Antonio,Rüdiger,118
0,0,11,100,100,0,135363,0,0,-5,5,2.5,0,0,2,-0.5,0.5,0,Andreas,0,2,0,1.8,119,FALSE,15.8,0,0,0,0,90,,2018-09-26T22:31:12Z,50,0,0,0,135363.jpg,0,0,0,Christensen,0.4,FALSE,27,a,6,8,0,0,2800,23,48565,63,0,0,Christensen,1,Andreas,Christensen,119
0,0,5,100,100,0,105700,0,0,-4,4,0.4,0,0,2,-0.2,0.8,0,Davide,0.3,0,0,2.5,120,FALSE,3.8,0,0,0,0,18,,2018-09-15T13:01:13Z,51,0,0,0,105700.jpg,1,0,0,Zappacosta,0.1,FALSE,21,a,6,8,21,2,2360,28,12600,55,0.1,0.4,Zappacosta,0,Davide,Zappacosta,120
0,0,0,100,100,0,109533,0,0,-3,3,0,0,0,2,-0.5,0.5,0,Emerson,0,0,0,0,121,FALSE,0,0,0,0,0,0,,2018-09-14T15:31:13Z,52,0,0,0,109533.jpg,0,0,0,Palmieri dos Santos,0.1,FALSE,33,a,6,8,0,0,1116,25,6934,39,0,0,Emerson,0,Emerson,Palmieri dos Santos,121
6,13,350,100,100,5,42786,0,0,5,-5,616.4,3,0,3,3.3,4.3,5,Eden,3.8,10,7,174.1,122,TRUE,523.4,0,0,0,0,1052,,2018-11-25T20:01:14Z,110,0,0,0,42786.jpg,6.7,0,0,Hazard,34.8,FALSE,10,a,6,8,599,94,2650641,9946,1450500,28334,0.3,8.5,Hazard,2,Eden,Hazard,122
0,0,28,100,100,0,17878,0,0,-2,2,39.8,0,0,3,0,1,1,Cesc,0.5,2,0,7.4,123,FALSE,26.6,0,0,0,0,138,,2018-11-11T13:31:14Z,63,0,0,0,17878.jpg,1,0,0,Fàbregas,0.4,FALSE,4,a,6,8,8,4,3730,52,55635,57,0.1,0.6,Fàbregas,1,Cesc,Fàbregas,123
3,2,233,None,None,7,47431,0,0,-1,1,555,0,0,3,1.3,2.3,2,Willian,1.8,11,2,114.2,124,FALSE,252.8,0,0,0,0,909,,None,74,0,0,0,47431.jpg,3.8,0,0,Borges Da Silva,5.6,FALSE,22,a,6,8,333,53,362157,525,549156,7013,0.2,7.2,Willian,1,Willian,Borges Da Silva,124
1,7,194,100,100,3,49579,0,0,-2,2,162.4,1,0,3,3,4,1,Pedro,3.5,4,5,70.3,125,FALSE,260,0,0,0,0,650,,2018-10-28T16:31:14Z,63,0,0,0,49579.jpg,4.4,0,0,Rodríguez Ledesma,4.7,FALSE,11,a,6,8,286,57,1130428,3481,1077393,4277,0.6,9,Pedro,0,Pedro,Rodríguez Ledesma,125
2,0,228,None,None,7,116594,0,0,-1,1,307.1,0,0,3,2.5,3.5,2,N'Golo,3,13,1,74.9,126,FALSE,255.6,0,0,0,0,1336,,None,49,0,0,0,116594.jpg,3,0,0,Kanté,16.3,FALSE,7,a,6,8,186,45,513152,4729,788978,6150,0.6,9.2,Kanté,3,N'Golo,Kanté,126
3,5,164,100,100,3,88894,-1,1,-3,3,137.7,2,0,3,0,1,0,Ross,0.5,6,3,53.6,127,FALSE,196.4,0,0,0,0,491,,2018-12-02T12:01:14Z,57,0,0,0,88894.jpg,4,0,0,Barkley,5,FALSE,8,a,6,8,204,48,683329,639,441976,17351,0.1,8.4,Barkley,0,Ross,Barkley,127
0,0,0,None,None,0,61603,0,0,-3,3,0,0,0,3,-0.5,0.5,0,Daniel,0,0,0,0,128,FALSE,0,0,0,0,0,0,,None,47,0,0,0,61603.jpg,0,0,0,Drinkwater,0.1,FALSE,6,a,6,8,0,0,1425,6,7090,23,0,0,Drinkwater,0,Daniel,Drinkwater,128
0,0,0,0,0,0,169102,0,0,-1,1,0,0,0,3,0,0,0,Tiemoué,0,0,0,0,129,FALSE,0,0,0,0,0,0,Season-long loan to Milan,2018-08-15T09:18:32Z,49,0,0,0,169102.jpg,0,0,0,Bakayoko,0.1,FALSE,14,u,6,8,0,0,324,1,11511,10,0,0,Bakayoko,0,Tiemoué,Bakayoko,129
0,0,0,100,100,0,199598,0,0,-1,1,0,0,0,3,-0.5,0.5,0,Ethan,0,0,0,0,130,FALSE,0,0,0,0,0,0,,2018-10-12T10:01:15Z,44,0,0,0,199598.jpg,0,0,0,Ampadu,0,FALSE,44,a,6,8,0,0,1464,7,3085,14,0,0,Ampadu,0,Ethan,Ampadu,130
0,0,0,100,100,0,209046,0,0,-3,3,0,0,0,3,-0.5,0.5,0,Callum,0,0,0,0,131,FALSE,0,0,0,0,0,0,,2018-10-19T14:01:16Z,42,0,0,0,209046.jpg,0,0,0,Hudson-Odoi,2,FALSE,20,a,6,8,0,0,125521,2966,161260,2324,0,0,Hudson-Odoi,0,Callum,Hudson-Odoi,131
0,3,97,100,100,1,126187,0,0,-3,3,51.3,1,0,3,3.5,4.5,10,Ruben,4,2,3,28.7,132,FALSE,140.2,0,0,0,0,206,,2018-09-28T13:01:14Z,52,0,0,0,126187.jpg,5.2,0,0,Loftus-Cheek,0.6,FALSE,12,a,6,8,95,26,17021,3914,44359,211,0.8,5,Loftus-Cheek,0,Ruben,Loftus-Cheek,132
4,2,108,100,100,4,44346,0,0,-3,3,178,0,0,4,1.3,2.3,0,Olivier,1.8,2,1,60.2,133,FALSE,134.6,0,0,0,0,489,,2018-11-01T11:31:13Z,77,0,0,0,44346.jpg,2.8,0,0,Giroud,2.1,FALSE,18,a,6,8,300,34,74747,609,177825,1052,0.2,4.4,Giroud,1,Olivier,Giroud,133
0,3,117,None,None,5,88482,0,0,-3,3,122.8,1,0,4,0.5,1.5,2,Álvaro,1,11,5,78,134,FALSE,202.6,0,0,0,0,832,,None,87,0,0,0,88482.jpg,3.1,0,0,Morata,2.5,FALSE,29,a,6,8,465,43,307093,561,368438,5031,0.1,4.9,Morata,3,Álvaro,Morata,134
0,6,280,None,None,5,20066,0,0,0,0,0,1,0,1,4.3,4.3,1,Wayne,4.8,20,0,31.6,135,FALSE,315.4,0,0,0,0,1350,,None,45,0,0,1,20066.jpg,4.1,0,38,Hennessey,6.7,FALSE,13,a,7,31,0,62,486636,2253,232000,3044,1.1,13.8,Hennessey,0,Wayne,Hennessey,135
0,0,0,None,None,0,11554,0,0,0,0,0,0,0,1,-0.5,-0.5,0,Julian,0,0,0,0,136,FALSE,0,0,0,0,0,0,,None,40,0,0,0,11554.jpg,0,0,0,Speroni,9.7,FALSE,1,a,7,31,0,0,55967,434,253671,1279,0,0,Speroni,0,Julian,Speroni,136
0,0,0,None,None,0,40836,0,0,-3,3,0,0,0,1,-0.5,-0.5,0,Vicente,0,0,0,0,137,FALSE,0,0,0,0,0,0,,None,42,0,0,0,40836.jpg,0,0,0,Guaita,0.1,FALSE,31,a,7,31,0,0,1947,35,9030,39,0,0,Guaita,0,Vicente,Guaita,137
0,0,224,100,100,5,49413,0,0,-2,2,37,0,0,2,2.5,2.5,0,James,3,15,0,33.9,138,FALSE,210,0,0,0,0,1139,,2018-11-10T20:01:15Z,43,0,0,0,49413.jpg,2.7,0,0,Tomkins,2.9,FALSE,5,a,7,31,90,35,46198,355,324803,874,0.7,8.1,Tomkins,4,James,Tomkins,138
0,0,0,100,100,0,19188,0,0,-1,1,0,0,0,2,-0.5,-0.5,0,Scott,0,0,0,0,139,FALSE,0,0,0,0,0,0,,2018-07-05T14:31:07Z,44,0,0,0,19188.jpg,0,0,0,Dann,0,FALSE,6,a,7,31,0,0,331,7,710,3,0,0,Dann,0,Scott,Dann,139
0,0,24,None,None,0,58786,0,0,-1,1,4.9,0,0,2,-0.2,-0.2,0,Martin,0.3,5,0,6.6,140,FALSE,61.2,0,0,0,0,210,,None,39,0,0,0,58786.jpg,1,0,0,Kelly,5.8,FALSE,34,a,7,31,0,3,151302,888,260252,1967,0.1,0.8,Kelly,0,Martin,Kelly,140
0,0,71,None,None,1,86417,0,0,-1,1,73.2,1,0,2,0.5,0.5,1,Jeffrey,1,8,1,30.6,141,FALSE,99.2,0,0,0,0,570,,None,44,0,0,0,86417.jpg,2,0,0,Schlupp,2.1,FALSE,15,a,7,31,132,26,247478,35,225158,815,0.2,5.9,Schlupp,1,Jeffrey,Schlupp,141
