assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,t_goals_scored,t_assists,points_per_game,t_minutes,t_goals_conceded,t_creativity,t_influence,threat_t,bonus_t,bps_t,ict_index_t,clean_sheets_t,red_cards_t,yellow_cards_t,selected_by_percent
0,0,0,0,0,-1.470588235,-0.029411765,0,0,-2.35,0,0,0,0,-0.264705882,0,-0.479411765,-1.282352941,0,0,0,-11.52941176,0,0,17,0,0,0,0,0,0,0,67651,0,0,0,0,4,-1.147058824,0,-5314,221,5535,42,0,0,-0.029411765,0,0,15,11.52941176,0.264705882,2.35,1.282352941,1.147058824,0,1.470588235,0.479411765,0.029411765,0,0.029411765,1
0.823529412,22,0,0,-0.147058824,4.882352941,-0.294117647,3,18,-10.39411765,1,0,0,0,0.764705882,-2,-3.205882353,-10.8,0,0,0,4.676470588,0,0,13,0,0,0,0,8,0,0,177789,2,0,0,3,1,-11.02941176,5,-15460,1559,17019,48,1,0,-0.176470588,2,0.176470588,103,79.32352941,1.235294118,11.99411765,16,11.02941176,0.147058824,12.11764706,3.905882353,0.294117647,0,0.176470588,2.7
0,2,0,0,0,2.794117647,0,0,2,0.097058824,0,0,0,0,0.970588235,0,0,0,0,0,0,4.823529412,0,0,13,0,0,0,0,0,0,0,1260,0,0,0,3,1,0,1,-19,44,63,49,1,0,0,0,0,2,0.176470588,0.029411765,0.002941176,0,0,0,0.205882353,0,0,0,0,0
-0.117647059,17,0,0,-0.147058824,8.147058824,-0.323529412,7,8,-13.63823529,1,0,0,0,0.764705882,-4,-2.767647059,1.335294118,1,0,0,-6.529411765,0,0,13,0,0,0,0,8,0,0,221085,2,5,0,3,1,-15.70588235,2,-21823,2404,24227,58,1,0,-0.029411765,4,0.117647059,113,82.52941176,1.235294118,24.83823529,18.06470588,15.70588235,0.147058824,12.85294118,5.867647059,0.323529412,0,0.029411765,3.4
-0.029411765,42,0,0,0.294117647,11.41176471,-0.323529412,2,31,7.432352941,0,0,0,1,1.647058824,-11,2.117647059,16.53529412,2,0,0,0,0,1,13,0,0,0,0,4,0,0,568198,0,1,1,3,1,-3.058823529,8,-24879,24560,49439,64,1,0,-0.235294118,12,0.029411765,156,90,1.352941176,21.66764706,29.06470588,13.05882353,0.705882353,19.58823529,6.382352941,0.323529412,0,0.235294118,8.9
-0.235294118,24,0,0,-0.352941176,-5.735294118,-0.294117647,0,19,-15.75294118,4,0,0,0,1.764705882,-8,-1.641176471,-6.782352941,0,0,0,11.14705882,0,0,13,0,0,0,0,3,-0.029411765,0,794047,10,2,0,3,1,6.058823529,2,-34783,9457,44240,69,1,0,-0.205882353,8,0.235294118,118,78.85294118,1.235294118,18.45294118,17.98235294,30.94117647,0.352941176,10.73529412,6.741176471,0.294117647,0.029411765,0.205882353,12.4
0,26,0,0,0,1.441176471,-0.058823529,4,18,1.417647059,2,0,0,3,2.676470588,0,2.25,8.711764706,0,0,0,71.17647059,1,0,13,0,0,0,0,1,0,0,27591,4,0,0,3,1,12.02941176,2,-133,115,248,63,1,0,-0.029411765,0,0,19,18.82352941,0.323529412,2.782352941,1.088235294,8.970588235,0,0.558823529,1.25,0.058823529,0,0.029411765,0.4
0,0,0,0,0,-0.941176471,0,0,0,-1.126470588,0,0,0,0,-0.088235294,0,-0.332352941,-0.564705882,0,0,0,-5.088235294,0,0,13,0,0,0,0,0,0,0,8683,0,0,0,3,1,-1.735294118,0,-30,6,36,48,1,0,0,0,0,12,5.088235294,0.088235294,1.126470588,0.564705882,1.735294118,0,0.941176471,0.332352941,0,0,0,0.1
0,38,0,0,-0.382352941,-2.529411765,-0.323529412,2,25,-0.294117647,0,0,0,0,0.705882353,0,0.394117647,3.805882353,0,0,0,0,0,0,9,0,0,0,0,10,0,3,829436,0,0,0,0,2,0,2,12866,24418,11552,49,0,0,-0.029411765,0,0,142,90,1.294117647,0.294117647,21.79411765,0,0.382352941,18.52941176,2.205882353,0.323529412,0,0.029411765,13.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,214761,0,0,0,0,2,0,0,-4439,1284,5723,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
0,0,0,0,0,-1.411764706,0,0,0,-2.688235294,0,0,0,0,-0.176470588,0,-0.452941176,-1.423529412,0,0,0,-11,0,0,9,0,0,0,0,0,0,0,33762,0,0,0,0,2,-0.441176471,0,-7,79,86,50,0,0,0,0,0,7,11,0.176470588,2.688235294,1.423529412,0.441176471,0,1.411764706,0.452941176,0,0,0,0.5
-0.058823529,38,1,0,-0.264705882,6.323529412,-0.294117647,2,29,16.82352941,0,0,0,0,1.117647059,-1,1.297058824,1.152941176,1,0,0,22.70588235,0,1,9,0,0,0,0,10,0,0,94286,1,2,0,0,2,-5.411764706,1,10602,13612,3010,52,0,0,-0.029411765,1,0.058823529,98,67.29411765,0.882352941,9.976470588,12.64705882,5.411764706,0.264705882,13.67647059,2.802941176,0.294117647,0,0.029411765,1.5
0,68,0,0,-0.088235294,11.82352941,-0.058823529,3,49,0.070588235,0,0,0,0,1.882352941,-1,2.479411765,21.67058824,0,0,0,80.5,0,0,9,0,0,0,0,5,-0.029411765,0,33248,0,2,0,0,2,2.735294118,1,6552,7385,833,43,0,0,0,1,0,20,9.5,0.117647059,0.629411765,2.329411765,1.264705882,0.088235294,2.176470588,0.420588235,0.058823529,0.029411765,0,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2925,0,0,0,0,2,0,0,-1,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1.794117647,0,0,0,-0.147058824,0,0,0,0,-0.264705882,0,-0.291176471,-2.711764706,0,0,0,-11.97058824,0,0,9,0,0,0,0,0,0,0,5896,0,0,0,0,2,-0.058823529,0,-24,0,24,43,0,0,-0.029411765,0,0,5,11.97058824,0.264705882,0.147058824,2.711764706,0.058823529,0,1.794117647,0.291176471,0,0,0.029411765,0.1
-0.029411765,0,0,0,0,-3.941176471,-0.029411765,0,0,-3.020588235,0,0,0,0,-0.441176471,0,-0.823529412,-4.888235294,0,0,0,-23.20588235,0,0,9,0,0,0,0,0,0,0,10375,0,0,0,0,2,-0.352941176,0,-108,100,208,42,0,0,-0.029411765,0,0.029411765,19,23.20588235,0.441176471,3.020588235,4.888235294,0.352941176,0,3.941176471,0.823529412,0.029411765,0,0.029411765,0.2
-0.058823529,0,0,0,-0.411764706,-16.26470588,-0.294117647,0,0,-2.923529412,0,0,0,0,-1.088235294,-1,-3.038235294,-19.03529412,0,0,0,-76.76470588,0,0,9,0,0,0,0,0,0,0,254862,0,0,0,0,2,-8.294117647,0,-9860,9160,19020,48,0,0,-0.058823529,1,0.058823529,109,76.76470588,1.088235294,2.923529412,19.03529412,8.294117647,0.411764706,16.26470588,3.038235294,0.294117647,0,0.058823529,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2455,0,0,0,0,2,0,0,-7,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.088235294,2,0,0,-0.117647059,-0.088235294,-0.176470588,0,1,-9.811764706,0,0,0,0,-0.911764706,-3,-3.185294118,-5.711764706,0,0,0,-50.88235294,0,0,9,0,0,0,0,1,0,0,162663,0,2,0,0,2,-16.5,1,-953,355,1308,59,0,0,-0.029411765,3,0.088235294,86,56.88235294,0.911764706,9.811764706,9.711764706,16.5,0.117647059,7.088235294,3.585294118,0.176470588,0,0.029411765,2.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5763,0,0,0,0,2,0,0,-5,1,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2770,0,0,0,0,2,0,0,-4,44,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.029411765,0,0,0,0,-2.852941176,-0.058823529,0,0,-2.979411765,0,0,0,0,-0.205882353,0,-0.623529412,-2.829411765,0,0,0,-13.88235294,0,0,9,0,0,0,0,0,0,0,119065,0,0,0,0,2,-0.411764706,0,-4590,201,4791,42,0,0,-0.029411765,0,0.029411765,18,13.88235294,0.205882353,2.979411765,2.829411765,0.411764706,0,2.852941176,0.623529412,0.058823529,0,0.029411765,1.8
-0.029411765,63,0,0,0,-0.882352941,-0.294117647,2,51,7.132352941,0,0,0,2,1.117647059,0,0.514705882,0.188235294,1,0,0,16.41176471,0,0,9,0,0,0,0,6,0,0,19395,2,1,1,0,2,-2.441176471,2,156,534,378,47,0,0,-0.147058824,0,0.029411765,65,73.58823529,0.882352941,7.367647059,16.01176471,3.441176471,0,11.88235294,2.685294118,0.294117647,0,0.147058824,0.3
0,0,0,0,0,-3.735294118,-0.058823529,0,0,-2.829411765,0,0,0,0,-0.558823529,0,-0.944117647,-3.605882353,0,0,0,-28.67647059,0,0,9,0,0,0,0,0,0,0,7445,0,0,0,0,2,-3.029411765,0,-17,37,54,51,0,0,-0.088235294,0,0,26,28.67647059,0.558823529,2.829411765,3.605882353,3.029411765,0,3.735294118,0.944117647,0.058823529,0,0.088235294,0.1
-0.058823529,6,0,0,0,-2.911764706,-0.029411765,0,4,-3.988235294,0,0,0,0,-0.205882353,0,-0.95,-3.117647059,0,0,0,-0.235294118,0,0,9,0,0,0,0,2,0,0,5912,3,0,0,0,2,-2.352941176,1,-101,24,125,49,0,0,0,0,0.058823529,28,16.23529412,0.205882353,4.588235294,3.517647059,4.352941176,0,2.911764706,1.25,0.029411765,0,0,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,439,0,0,0,0,2,0,0,-1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.117647059,17,1,0,-0.5,-5.058823529,-0.352941176,0,10,4.161764706,0,0,0,1,0.852941176,-12,-4.144117647,-17.64705882,2,0,0,-8.382352941,0,1,9,0,0,0,0,2,0,0,504909,1,1,0,0,2,-28.47058824,2,17486,51699,34213,74,0,0,-0.088235294,12,0.117647059,157,81.38235294,1.147058824,28.13823529,24.84705882,28.47058824,0.5,17.05882353,8.144117647,0.352941176,0,0.088235294,7.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,495,0,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2976,0,0,0,0,2,0,0,-18,5,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.117647059,16,0,2,-0.088235294,-12.35294118,-0.147058824,1,10,-1.729411765,0,0,0,1,1.235294118,-6,0.017647059,-8.776470588,0,0,0,45.38235294,0,0,9,0,0,0,0,3,0,0,125871,2,0,3,0,2,9.970588235,2,6536,14862,8326,54,0,0,-0.088235294,6,0.117647059,83,44.61764706,0.764705882,4.329411765,8.776470588,15.02941176,0.088235294,7.352941176,2.782352941,0.147058824,0,0.088235294,2
0,16,0,0,0,0.323529412,0.882352941,0,9,0.005882353,2,0,0,1,-0.352941176,0,0.194117647,-1.494117647,0,0,0,58.64705882,0,0,3,0,0,0,0,3,0,0,26938,7,0,0,2,0,3.764705882,2,1758,2996,1238,50,0,0,0,0,0,26,25.35294118,0.352941176,2.194117647,1.694117647,8.235294118,0,0.676470588,1.205882353,0.117647059,0,0,0.4
-0.088235294,2,0,0,0,-1.794117647,-0.029411765,0,2,-3.508823529,0,0,0,1,-0.441176471,-2,-1.617647059,-4.947058824,0,0,0,-21.55882353,0,0,9,0,0,0,0,0,0,0,93237,1,1,1,0,2,-7.5,1,-188,203,391,64,0,0,-0.088235294,2,0.088235294,46,27.55882353,0.441176471,3.808823529,4.947058824,13.5,0,3.794117647,2.217647059,0.029411765,0,0.088235294,1.5
0,0,0,0,0,-3.352941176,0,0,0,0,0,0,0,0,-0.588235294,0,-0.570588235,-5.735294118,0,0,0,-18.52941176,0,0,8,0,0,0,0,0,0,0,17180,0,0,0,0,2,0,0,-319,38,357,43,1,0,-0.029411765,0,0,15,18.52941176,0.588235294,0,5.735294118,0,0,3.352941176,0.570588235,0,0,0.029411765,0.3
0,0,0,0,-0.058823529,-2.235294118,-0.029411765,0,0,0,0,0,0,0,-0.147058824,0,-0.261764706,-2.623529412,0,0,0,-10.58823529,0,0,5,0,0,0,0,0,0,0,164048,0,0,0,2,0,0,0,-16234,832,17066,40,1,0,0,0,0,15,10.58823529,0.147058824,0,2.623529412,0,0.058823529,2.235294118,0.261764706,0.029411765,0,0,2.6
0,28,0,0,-0.088235294,9.882352941,0.911764706,5,22,-1.102941176,0,0,0,1,-1.411764706,0,0.438235294,5.011764706,0,0,0,37.76470588,0,0,8,0,0,0,0,3,0,0,8858,0,1,1,0,2,0.911764706,5,-169,38,207,42,1,0,0.970588235,0,0,35,52.23529412,1.411764706,1.302941176,8.188235294,0.088235294,0.088235294,8.117647059,0.961764706,0.088235294,0,0.029411765,0.1
-0.029411765,1,0,0,-0.058823529,-8.705882353,-0.058823529,1,1,-4.802941176,0,0,0,0,-1.823529412,0,-2.188235294,-15.29411765,0,0,0,-71.82352941,0,0,8,0,0,0,0,0,0,0,7231,0,0,0,0,2,-1.705882353,1,-77,35,112,44,1,0,-0.117647059,0,0.029411765,37,72.82352941,1.823529412,4.802941176,16.29411765,1.705882353,0.058823529,11.70588235,2.288235294,0.058823529,0,0.117647059,0.1
-0.029411765,26,1,0,2.911764706,25.79411765,0.882352941,1,22,17.42058824,1,0,0,0,-1.352941176,0,7.641176471,43.35882353,2,0,0,33.58823529,0,2,8,0,0,0,0,6,0,0,26698,1,0,0,0,2,16.05882353,11,-449,44,493,46,1,1,0,1,0.029411765,64,56.41176471,1.352941176,15.17941176,9.441176471,4.941176471,0.088235294,10.20588235,2.958823529,0.117647059,0,0,0.4
0,0,0,0,0,-3.617647059,0,0,0,-2.114705882,0,0,0,0,-0.794117647,0,-0.55,-2.929411765,0,0,0,-24.61764706,0,0,8,0,0,0,0,0,-0.029411765,0,15083,0,0,0,0,2,-0.441176471,0,-322,239,561,42,1,0,-0.117647059,0,0,17,24.61764706,0.794117647,2.114705882,2.929411765,0.441176471,0,3.617647059,0.55,0,0.029411765,0.117647059,0.2
-0.205882353,22,0,0,-0.088235294,-2.705882353,0.970588235,1,14,-11.22647059,0,0,0,0,-1.647058824,-2,-2.505882353,-6.064705882,0,0,0,32.47058824,0,0,8,0,0,0,0,9,0,0,117857,6,1,0,0,2,-8.176470588,3,-393,220,613,60,1,0,0,2,0.205882353,84,57.52941176,1.647058824,12.52647059,11.26470588,10.17647059,0.088235294,7.705882353,3.405882353,0.029411765,0,0,1.9
0,0,0,0,0,-1.411764706,0,0,0,-0.970588235,0,0,0,0,-0.352941176,0,-0.264705882,-1.435294118,0,0,0,-12.02941176,0,0,8,0,0,0,0,0,0,0,2901,0,0,0,0,2,-0.205882353,0,-11,1,12,50,1,0,-0.117647059,0,0,11,12.02941176,0.352941176,0.970588235,1.435294118,0.205882353,0,1.411764706,0.264705882,0,0,0.117647059,0
0,0,0,0,0,-1.852941176,0,0,0,-1.573529412,0,0,0,0,-0.294117647,-1,-0.561764706,-2.217647059,0,0,0,-11.17647059,0,0,8,0,0,0,0,0,0,0,5759,0,0,0,0,2,-1.882352941,0,-142,37,179,43,1,0,0,1,0,19,11.17647059,0.294117647,1.573529412,2.217647059,1.882352941,0,1.852941176,0.561764706,0,0,0,0.1
0,0,0,0,0,-0.617647059,0,0,0,-0.229411765,0,0,0,0,-0.058823529,0,-0.097058824,-0.517647059,0,0,0,-2.705882353,0,0,8,0,0,0,0,0,0,0,2916,0,0,0,0,2,-0.235294118,0,-16,12,28,43,1,0,0,0,0,6,2.705882353,0.058823529,0.229411765,0.517647059,0.235294118,0,0.617647059,0.097058824,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7792,0,0,0,0,2,0,0,-20,2,22,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
0,0,0,0,-0.058823529,-2.411764706,-0.029411765,0,0,-4.397058824,0,0,0,0,-0.5,-3,-1.561764706,-4.411764706,0,0,0,-20.23529412,0,0,8,0,0,0,0,0,0,0,347881,0,0,0,0,2,-7.176470588,0,-9036,66,9102,45,1,0,-0.058823529,3,0,28,20.23529412,0.5,4.397058824,4.411764706,7.176470588,0.058823529,2.411764706,1.561764706,0.029411765,0,0.058823529,5.5
0,30,0,0,0,8.117647059,0,0,10,0,0,0,0,0,3.382352941,0,0.138235294,1.352941176,0,0,0,73.76470588,0,0,17,0,0,0,0,11,0,1,348473,0,0,0,0,4,0,0,-19941,11304,31245,39,0,0,0,0,0,9,16.23529412,0.617647059,0,4.647058824,0,0,2.882352941,0.461764706,0,0,0,5.6
0,0,0,0,-0.176470588,-14.20588235,-0.147058824,0,0,-0.891176471,0,0,0,0,-1.352941176,0,-2.041176471,-19.45294118,0,0,0,-73.73529412,0,0,17,0,0,0,0,0,0,0,105717,0,0,0,0,4,-0.117647059,0,-6753,470,7223,44,0,0,0,0,0,88,73.73529412,1.352941176,0.891176471,19.45294118,0.117647059,0.176470588,14.20588235,2.041176471,0.147058824,0,0,1.6
-0.029411765,28,0,0,-0.205882353,-2.676470588,-0.147058824,8,21,-1.05,0,0,0,0,2.147058824,-1,-0.605882353,-0.170588235,0,0,0,4.705882353,0,0,17,0,0,0,0,3,-0.029411765,0,141135,0,0,0,0,4,-4.764705882,0,-8723,983,9706,42,0,0,-0.117647059,1,0.029411765,71,85.29411765,1.852941176,1.05,17.17058824,4.764705882,0.205882353,13.67647059,2.305882353,0.147058824,0.029411765,0.117647059,2.2
-0.088235294,29,0,0,-0.176470588,-6.323529412,-0.029411765,6,25,-7.691176471,0,0,0,3,2.470588235,0,-0.235294118,0.005882353,0,0,0,33.29411765,0,0,17,0,0,0,0,5,0,0,6168,2,0,0,0,4,4.911764706,-1,-180,63,243,44,0,0,0.941176471,0,0.088235294,43,56.70588235,1.529411765,10.49117647,8.794117647,5.088235294,0.176470588,8.323529412,2.435294118,0.029411765,0,0.058823529,0.1
0,0,0,0,0,-3.029411765,-0.029411765,0,0,-2.067647059,0,0,0,0,-0.852941176,0,-0.6,-3.258823529,0,0,0,-24.29411765,0,0,17,0,0,0,0,0,-0.029411765,0,3148,0,0,0,0,4,-0.647058824,0,-5,16,21,44,0,0,-0.058823529,0,0,5,24.29411765,0.852941176,2.067647059,3.258823529,0.647058824,0,3.029411765,0.6,0.029411765,0.029411765,0.058823529,0.1
-0.029411765,0,0,0,-0.117647059,-11.82352941,-0.088235294,0,0,-3.05,0,0,0,0,-1.117647059,-3,-2.408823529,-16.00588235,0,0,0,-63.14705882,0,0,17,0,0,0,0,0,0,0,162580,0,0,0,0,4,-4.970588235,0,-4596,85,4681,44,0,0,-0.176470588,3,0.029411765,67,63.14705882,1.117647059,3.05,16.00588235,4.970588235,0.117647059,11.82352941,2.408823529,0.088235294,0,0.176470588,2.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,70107,0,0,0,0,4,0,0,-285,3,288,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
0,22,0,0,-0.029411765,2.970588235,-0.117647059,3,18,8.061764706,1,0,0,0,2.941176471,0,1.858823529,12.76470588,1,0,0,35.97058824,0,2,17,0,0,0,0,3,0,0,3977,2,1,0,0,4,-2.352941176,0,-64,20,84,43,0,0,-0.029411765,0,0,50,54.02941176,1.058823529,11.63823529,8.435294118,2.352941176,0.029411765,9.029411765,2.241176471,0.117647059,0,0.029411765,0.1
-0.029411765,24,0,0,-0.088235294,0.970588235,-0.117647059,8,19,-3.176470588,1,0,0,1,2.352941176,-1,0.138235294,8.464705882,0,0,0,20.70588235,0,0,17,0,0,0,0,2,0,0,13376,0,1,0,0,4,-3.882352941,0,-433,53,486,43,0,0,-0.117647059,1,0.029411765,54,69.29411765,1.647058824,3.976470588,14.73529412,3.882352941,0.088235294,11.02941176,2.261764706,0.117647059,0,0.117647059,0.2
-0.029411765,9,0,0,-0.147058824,-8,-0.088235294,0,8,-18.59705882,0,0,0,0,0.705882353,-3,-4.102941176,-12.93529412,0,0,0,-52.47058824,0,0,17,0,0,0,0,1,0,0,62634,0,0,0,0,4,-9.735294118,1,132,957,825,50,0,0,-0.117647059,3,0.029411765,70,60.47058824,1.294117647,19.49705882,13.73529412,9.735294118,0.147058824,11,4.302941176,0.088235294,0,0.117647059,1
0,0,0,0,0,-0.382352941,-0.029411765,0,0,-1.694117647,0,0,0,0,-0.176470588,0,-0.370588235,-0.817647059,0,0,0,-11.91176471,0,0,17,0,0,0,0,0,0,0,1482,0,0,0,0,4,-1.205882353,0,-3,0,3,46,0,0,0,0,0,10,11.91176471,0.176470588,1.694117647,0.817647059,1.205882353,0,0.382352941,0.370588235,0.029411765,0,0,0
-0.029411765,40,1,0,-0.088235294,4.676470588,-0.147058824,3,35,7.594117647,0,0,0,4,2.941176471,0,0.852941176,0.435294118,1,0,0,29.44117647,0,0,17,0,0,0,0,10,-0.029411765,0,13773,0,0,0,0,4,0.617647059,2,-556,21,577,44,0,0,-0.176470588,0,0.029411765,49,60.55882353,1.058823529,7.705882353,10.36470588,1.382352941,0.088235294,9.323529412,1.947058824,0.147058824,0.029411765,0.176470588,0.2
0,0,0,0,-0.117647059,-9.323529412,-0.147058824,0,0,-10.02941176,0,0,0,0,-1.264705882,-2,-3.567647059,-14.54705882,0,0,0,-64.32352941,0,0,17,0,0,0,0,0,0,0,73730,0,0,0,0,4,-11.02941176,0,-7021,34,7055,45,0,0,-0.205882353,2,0,63,64.32352941,1.264705882,10.02941176,14.54705882,11.02941176,0.117647059,9.323529412,3.567647059,0.147058824,0,0.205882353,1.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,410,0,0,0,0,4,0,0,1,3,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.647058824,-0.029411765,0,0,-0.335294118,0,0,0,0,-0.029411765,0,-0.058823529,-0.252941176,0,0,0,-1.764705882,0,0,17,0,0,0,0,0,0,0,862,0,0,0,0,4,-0.029411765,1,3,18,15,45,0,0,-0.029411765,0,0,6,2.764705882,0.029411765,0.335294118,0.252941176,0.029411765,0,0.352941176,0.058823529,0.029411765,0,0.029411765,0
0,0,0,0,0,-0.176470588,0,0,0,-0.014705882,0,0,0,0,-0.088235294,0,-0.020588235,-0.123529412,0,0,0,-1.411764706,0,0,17,0,0,0,0,0,0,0,2941,0,0,0,0,4,-0.058823529,0,-39,29,68,43,0,0,0,0,0,2,1.411764706,0.088235294,0.014705882,0.123529412,0.058823529,0,0.176470588,0.020588235,0,0,0,0
0,0,0,0,0,-5.941176471,-0.205882353,0,0,-12.36176471,0,0,0,0,-1.088235294,-1,-3.417647059,-6.788235294,0,0,0,-55.73529412,0,0,17,0,0,0,0,0,0,0,3762,0,0,0,0,4,-15.05882353,0,-187,9,196,48,0,0,-0.058823529,1,0,57,55.73529412,1.088235294,12.36176471,6.788235294,15.05882353,0,5.941176471,3.417647059,0.205882353,0,0.058823529,0.1
0,0,0,0,0,-0.382352941,0,0,0,-1.417647059,0,0,0,0,-0.058823529,0,-0.202941176,-0.452941176,0,0,0,-2.205882353,0,0,17,0,0,0,0,0,0,0,4506,0,0,0,0,4,-0.176470588,0,-15,0,15,47,0,0,0,0,0,4,2.205882353,0.058823529,1.417647059,0.452941176,0.176470588,0,0.382352941,0.202941176,0,0,0,0.1
0,33,1,0,-0.029411765,4.382352941,0,1,23,31.25588235,4,0,0,2,3.176470588,-1,4.388235294,8.441176471,3,0,0,58.38235294,0,0,17,0,0,0,0,6,0,0,26313,4,0,0,0,4,4.323529412,1,-1425,868,2293,42,0,0,0.911764706,1,0,32,31.61764706,0.823529412,7.044117647,6.358823529,2.676470588,0.029411765,4.617647059,1.611764706,0,0,0.088235294,0.4
0,0,0,0,0,-0.088235294,0,0,0,-0.402941176,0,0,0,0,-0.058823529,0,-0.047058824,-0.064705882,0,0,0,-1.088235294,0,0,17,0,0,0,0,0,0,0,210357,0,0,0,0,4,0,0,-2498,5173,7671,43,0,0,0,0,0,2,1.088235294,0.058823529,0.402941176,0.064705882,0,0,0.088235294,0.047058824,0,0,0,3.4
-0.029411765,0,0,0,0,-1.176470588,0,0,0,-3.655882353,0,0,0,0,-0.676470588,0,-1.611764706,-1.517647059,0,0,0,-31.11764706,0,0,17,0,0,0,0,0,0,0,22625,0,0,0,0,4,-11.20588235,0,-345,16,361,51,0,0,-0.029411765,0,0.029411765,34,31.11764706,0.676470588,3.655882353,1.517647059,11.20588235,0,1.176470588,1.611764706,0,0,0.029411765,0.4
-0.117647059,14,0,1,-0.117647059,-6.382352941,-0.147058824,1,10,-4.494117647,0,0,0,0,1,-2,-2.702941176,-6.658823529,0,0,0,-27.08823529,0,0,17,0,0,0,0,1,-0.029411765,0,10891,0,0,2,0,4,-14.70588235,1,-545,127,672,58,0,0,-0.029411765,2,0.117647059,64,48.08823529,1,7.294117647,6.658823529,22.70588235,0.117647059,4.382352941,3.602941176,0.147058824,0.029411765,0.029411765,0.2
0,16,0,0,0,4.911764706,-0.029411765,2,11,-0.961764706,1,0,0,1,3.176470588,0,1.097058824,8.341176471,0,0,0,58.17647059,0,0,17,0,0,0,0,4,0,0,8616,2,0,0,0,4,3.441176471,2,-539,92,631,48,0,0,-0.058823529,0,0,26,31.82352941,0.823529412,3.161764706,2.458823529,4.558823529,0,1.088235294,1.002941176,0.029411765,0,0.058823529,0.1
0,20,0,0,-0.176470588,-1.735294118,-0.235294118,0,16,0,0,0,0,0,-0.323529412,0,1.435294118,14.41176471,0,0,0,0,0,0,15,0,0,0,0,11,0,4,325818,0,0,0,1,0,-0.117647059,2,-11388,2595,13983,50,1,0,0.911764706,0,0,103,90,1.323529412,0,19.58823529,0.117647059,0.176470588,15.73529412,1.964705882,0.235294118,0,0.088235294,5.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5423,0,0,0,1,0,0,0,-10,16,26,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
